Sentno	Sentence	WordCount
661	اف 3 كاين حوست على اف 4 تلقيتها 7 ملايين شوف تامني تلاقيت كرية اف 4 ب 8 ملايين فشهر .	21
662	انا نقول ايلفو يسكن مع والديه . تقبلي نتيا يسكنك مع والديه ?	13
663	واه . بروحي انا رليحة نسكن مع والديه . اغلبية قاع راهم يروحو فوضوي و لا يكري في سيدي بشير , شطيبو هادو علاه تخلص غير باغ موا شغل معاونين قليل . اف 2 ب 25 ياك اف ب زوج ملايين و خمسمية .	44
664	شعال ليق تخلصي تكري هاكا با و تعيشي ولاد و قاع ? ليق خلصة 6 عقبة . وين باغي توصل بيها يا خويا شا تاكل شا تخلص امبوسيبل مكانش حنا نطلبو من دولة ديرلنا صوليصيون شابة خويا هدا مكان .	40
665	انا جيسك ماتنو مشي مرييليق سكنة ليق تكون عندك خدمة شابة باي تعيشك . واحد دروك ميخممش فزواج قبل ما يخمم يبني لافونير تاعه يدبر سكنته يدبر بلاصة لي يكون فيها ستابل عاد باش بنجم يخمم فزواج .	38
666	هنا باش تكري زعما و تتزوج و دير دار و مسؤولية ليق يكون عندك مدخول .	16
667	انا بالنسبة ليا مقبل على زواج ميقدش قاع يتقدم باش يتزوج باش يكري دار و باش يعيش مرته و شا ياكل و شا يشرب و ما و ضو بزاف صوالح .	31
668	مرحبا بيكم في عدد جيديد من صريح جدا ليوم رانا بر باش نسقسو شباب جزايري شا هي أسباب الي خلاتهم ميتزوجوش حتى دروك منطولش عليكم تبعو معانا شا كانت إجابات تاعهم .	32
669	متزوج خويا ? لا . علاه متزوجتش لحد الان ? باسكو كاين أمور ميخلوكش باش تتزوج باغيقزوبل خدمة شوف حياتك كومبلي و انت تقرى و منبعد تلحق 24 و لا 25 عام تنوي تخدم بصح خدمة اوبلي في بلادنا .	40
670	والو ليق دير بروجي و ادا صدق . يا خويا حاجا لولانية شبيبة قاع مارهاش خدامة معندناش خدمة لي نضمنو بها لافونير .	23
671	بلاك ملقيتش بنت لي تناسبني و لا مازال مكتبش ربي . حوست و ملقيتش و لا شاه ? لا راني مريبيري وحدة بنت حومة والله اعلم منعرف .	28
672	شوف ادا لقيت خدمة صليغ قليل 18 هاكا أيا تقد تتزوج بمليون و خمسمية تقد دير دار متقدش باش تشريها لرض متشريهالكش تخدم شهر باش تجيب مليون و تمنمية لا متعيشكش .	32
673	جا في بالي زواج شعال من خطرة يالعكس واحد راه يخمم باش يدير حياته بصح مازال مسيناش دومان مروحناش نخطبو ما تقد تقول والو .	25
674	حاجا لي مخلاتنيش نتزوج خدمة دار لوطو مكانش . فبلاد هادي لي موايا ناقصين بزاف و عيشة غالية . مكانشكيما لوروب باش فايتينا مي عايشين كلش بيان عندك حقوق تاعك هنايا لا .	33
675	سكنة لا مازال عندي خوتي لازم يتزوجو قبلي كبار بزاف واحد ترونت واحد فانتويت باش تلحق ليا انا . واه يعطيك صحا انشاء الله . راك شايف كل واحد و تروته .	32
676	عبدق ? . شوالا ? تبرادي سروال كي رديته انا بركاني بل بسينة نده نده . ختك وين راهي ?	20
677	راهي مع شاشرا و تبرادي شوف كون منزرقلهاش دوك فخاد انا مسمونيش روح لغالها . أيا ساردينا ساردينا تالية . ايا خويا جديدة فريتابل .	25
678	اه مول ساردينا عندك بوربو ? مراكيش تسمعي نقول ساردين انا بربو منخدمهش بوربو لي يمص بنيادم هجر ملبلاد و خلفوه ناس وخدوخرين يا وحد بولبة .	27
679	انا مقتلكش حكيلي حياتك فهمتني و لا انا قتلك على بولبو لكاين و لا مكانش جاوني ناس من فرنسا بغيت نديلهم بولبو شرمولا ما سردينا ديتها عليك بارح و درتها معقودة مازال راهي عندي فالفريجيدار .	36
680	نتيا وجه بولبو ادي روحي دخلي غاديكينا خيما دوك نخرطك . علاه حاسب روحك راكليطة باغي تكرطني ? مصطفى ? اه أرواح اه خويا هادا مول سردينا راه حاسب روحه ارلوند .	32
681	أي هاكا ياه ? غير هرب قلع يدك على سنسلة قلع يدك . وي تغاشيت شوف روحله قلعله ماه . فرحني فيه وياحي مصطفى فوق و تحت بونية كوتبي بندره .	31
682	مالك صاحبي متحشمش تعاير مرا ها قولي . يا حمبوك دير روحك بلي نغلبك الله يرحملك شوابين . اهه ستغلي ستغلي اه سمعي براس ما سردينا ياكلها حب حب ليوم .	31
683	براس ما مراها فارية لمك لمك دور مجيت حيط حمبوك ندي عليك قاع سردين متحشمنيش قدامها هادي دونجي هادي . ستغلي اه لمك ها شوفي قلتي مصطفى مكان والو ليوم نبينلك براس ما تعرفي شكون مصطفى هشه انفضه روليه اضربه دوره .	42
684	عطيها ماه عطيها و لا نجيك . مالك من صباح عطيها عطيها تاكل في روحك مالك ارنوبة مالك غير تزير في روحك هاكا شاولا غادي تخلعني ? دوخني ? مدوخنيش قاع عسلوش غابة أيا ريح .	36
685	ها راني نقولك ها عطيها ملك هليك كي راني نولي كيما ايلك ها قمجة راهي تتقتع هاليك شوف اليك عينيا كي راهم يزراقو ها ربي ها عطيها مغاديش تفرا ليوم .	31
686	مصطفى مقتلكش انا قبش حيط و لا ضرب ريدو فهمتني روحله هو خبطه بدماغ ديله كروش بي ديله هاك عطيه فلعين هاه يا ربي هاه .	26
687	اه ستغلي مبغيتش تروح وحدة زوج تلاتة اه لمك تلق تلق ها والديك تلقني . اليكي روحي يا وهران روحي بسلامة بسلامة أي أي تشقفت .	26
688	اه تبرادي على مصطفى حقرته شوف ليوم انا غادي نتفاهم معاك . هكدا ديله هكا تشقفه حقرته ? ادي روحي نتي حاجا نتيا ما عندي هدرة معاك روحي لياه ? درتني في قدرة و مطبتش .	36
689	اه تواحد ما يسلك غادي تعطيه فلعين واحد ميسلكش ليوم والو عطيه فلعين . عاوديها عاوديها اه فلعين في ليستوما ليستوما هاكك زيده ردحيه يستاهل مكان ني سلالكة ني والو .	31
690	هاي ! ني سلاكة ني والو ياه قزة لحم دار فيك حالة نص براد دار فيك حالة ياه ?	19
691	هادي هيا اه تبرادي ! خبرني كي نديلك دروك لراس راه بعيد عليا نقبضك قرسة من فخاد ماجياش نندبه نندبه ما لمك باغي تاكلينا	24
692	أيا واي طيحتني براس ما ما راني قاعدها .	9
693	ها سردينا ها سردينا ميقاتش صايي . ها مول ساردينا و شح فمول بولبو جيب بولبو و لا متفراش .	20
694	و الله لغاية المنوض حتى 10 تع صباح مقابلتلي مرايا ماكياج ستيكاج ما قالت نجي نطل عليها نشوف شا راها ديرو لا شا خاصهاما والو حتى داك راجل منهدرو عليه .	31
695	يا ناضت تنقرش . ياه سعد ياه . علامن راكي كي نجي نتفاهم معاه برا و متلقتيهش باغيا تاكلي كل حد نتيا وين راكي رايحة بهاد عقلية ?	28
696	ارواحي نقولك اه لالا في عشنا و ينشنا داري و نزقي كيما نبغي ماعندك ما دخلك ختي راكي تتفاعلي نديري في بالك هنا راني في دار حمايا ما رانيش عندك كي تكون سكنة محطوطة على اسمك تما قوليلي في عشنا و ينشنا صحا .	44
697	اي ارواحي نقولك ديري حاجا في راسك بلي راكي عندي أيا بلعيه . بنعمي شولا هدا حس . تعلمتي تهدري . واه .	23
698	وليتي تهدري بمعاني توعنا ارواحي نقولك مارهش عندي هادو صوالح نرفدهم في راسي الي رافيا بزاف معندي حتى هدرة معاك .	21
699	شوفي عقرب درتي لسان مكنتيش كيما هاك نهار لول كي دخلتي كي نمس ارواحي نقولك اه مصيبة راني نهدر معاك لا ? و الله لغاية في داري و تعاير املي كي يجي حماك نتفاهم معاه .	36
700	صباح خير . والله ما تحشمو من خدمة لزقا راني من برا جاي نسمع فزقا بهدلتوني مع جوارين و كشفتوني شا عندكم ? شا كاين تاني ?	27
701	يا رجل خافي ربي راني نهدرمعاها نقولها نوضي قضي ولا ديري حاجا شت كي خرجت شتها ها منهدروش ?	19
702	. صحا شفت مرا كي كانت خارجة و انا راني داخل دروك غي فهميني مشكل اللي بينك و بينها شتاولا صارحيني نيشان شا كاين ?	25
703	مازال معرفتش شا هو مشكل خوك راه يخدم ولا و راه عندنا ضيق فسكنة خوك قاع ميفهمش روحه بنعمي ها فهميني قوليلي مجيت خويا	24
704	اسمعي تلاقيت مع واحد سيد مين جيت جاي بخير عليه و لاباس بيه و عنده وحد سكنة	17
705	و راه يحوس شكون يعسله فيها و او مام تون يريحله فيها ضربة وحدة ديركت بلاك نشوف و نحاول كي ندير باش نليكيده بيه بزوجة تاعه و نتي تريحي و انا نريح من هاد مشكل يا سيدي .	38
706	ادي ما دبيك شراك تقارع . شوف على هدا خبر شباب نديلك قهوك شابة أرواح معايا . أيا بسم الله خطاش عندي رونديفو معاه دروك .	26
707	سلام عليكم سلام خويا حمد لاباس ? سلام عليكم . تفضل . بلاهيم كيراك ? خويا حمد متشكرش . إبراهيم مراكش عاجبني ليوم مراكش غايا قاع سي باسا شا عندك ?	31
708	راك عارف مشكل تاعي حتا نقولك على مشكل تاعي فدار نقولك و نحكو .	14
709	براهيم خويا جيستمون جيتك على هاد مشكل نسيت مقدمتلكش اخ هواري . متشرفين سي هواري يزيد فضلك .	18
710	في امان الله مهود ملخدمة عيان نتلاقى سيد انا وياه فطريق حبا حبا جبهلي رب عالمين صدفة تلاقينا هدرة تجبد هدرة دخلنا فامر تاعك .	25
711	امر سكن ? نعم أيا هدرة تجيب هدرة و قتله عندي شير خويا مغبون في وحد غبينة كبيرة غبينة كحلة زعما زعما بمعنى كلمة .	25
712	كمل معايا طريق مسكين مهودين قالي مشكل كيفاش و قتله راه مردف معايا و راه في مشكل كبير بمعنى كلمة	20
713	أيا براهيم خويا وصل معايا حتى لدار معييت فيه على قهوة قالي وأبو وصل غير صوالحك و نطلعو ها طلعنا انا وياه و رنا جايين عندك ديركت باش تحكيله مشكل تاعك شا هو .	34
714	سي هواري انا مغبون في امر سكن ستاديغ سكنة كاين و كرية كاينة بصح خلصة تاعي ميسمحليش باش نكري . سي براهيم انا انسان مولا خير و نبغي ندير خير فناس .	32
715	درت خير في شي ناس من قبل و مين شفتك مغبون غادي ندير فيك خير سي براهيم . بارك الله فيك سي هواري . وينت نجم نجي نسكن ? بون من غدوة انشاء الله تنجم تسكن نتا و زوجة تاعك .	41
716	بارك الله فيك سي هواري . خويا حمد الله ينورك . مننساش قاع خير تاعك . أيا نكملوها فدار انشاء الله .	22
717	ايا خويا في لمان انشاء الله . الله يحفظكم . اييه كي يجي خير يجي بصح خويا حمد مننساش خير تاعه قاع . غبنته معايا حمد لله .	28
718	ناس بكري شا قالو ?	5
719	كي تبدا قول بسم الله و كي تكمل قول حمد الله	11
720	ما تتعراش و نتا عرقان و متشربش ماء و نتا عرقان و متكسلش كرعيك وسط جماعة , و ما متوكلش ولادك وسط جماعة .	24
721	ما تشربش بالواقف , وجهك نقيه ماتدري واش تلاقي بيه و لي فاتك بالزين فوته بالتبسيمة ولي فاتك بالصيغة فوته بالسياسة , و لي فاتك بالمال فوته بالقناعة .	29
722	ولد سبع مايجي مشحاح و دفلة ما تجيب تفاح , دقيق البشنة ما يجي منه طعام و صوف الكلاب ما يجي منه البرنوس و كبير لعرش طيعو , و كبير الراس و الكرش بالرخس بيعو .	36
723	زين السوق قعاده , و زين فراش أولاده , و زينة الحديث كي يعود موش في الصواب سكاته .	19
724	عرة فاكية برقوق , و عرة نسا لي طيب و تدوق , و عرة رجال لي سوق بعد سوق .	20
725	ادا كنت شين استر فضايحك و ادا كنت زين استر روحك من العين .	14
726	ادا طاحو سنين تروح البنة و ادا راحو عينين تروح الدنيا و ادا راح النيف تروح الهمة . و ادا راحو رجال تروح حرمة و ادا راحو الوالدين تروح اللمة .	31
727	قالو ناس زمان .	4
728	الي ما يدبح شاته و ما يحكم في مرته و ما يقوم صلاته موته خير من حياته .	18
729	و الي ما يعرف لا دبيحة لا سليخة زواجه من بنت ناس فضيحة .	14
730	و الي ما تعرف تخدم لا بوزلوف لا دوارة زواجها من وليد الناس خسارة .	15
731	في الجامعة جزايرية كاين 7 أنواع من الطلبة ,	9
732	واحد تلقاه رافد قيتارة و قاعد مع بنات يغنيلهم دايمن تلقا شعره مكشرد و لبنات لي معاه كامل سيفيليزي هاد قروب دايمن مكروه فالجامعة .	25
733	نوع زاوج هو لي يبغو تعراض . تلقاهم يعرضو بلوطو تاع بوهم طالع هاود بيها و جيعانات يكحلو و هو حلاب يحلب فيهم .	24
734	تروازيام كاتقوري تلقاهم تلاتة تلاتة حاكمين قنت و يلعبو فكارطا و لا دومينو معلابلهمش بالدنيا و لبنات تلقاهم يحكو فقصص حياتهم مأسوية .	23
735	كاتيقوري 4 تلقاه يظل وحده ياكل وحده يقرى وحده يروح وحده دايمن وحده .	14
736	قروب 5 تلقاهم كوبل يضلو مع بعضهم صباح نص نهار عشية فالكور ميخطوش بعضهم قاع	15
737	لوخرين تلقاهم زوج صحاب يظلو يدورو الجامعة يعرفوها شبر شبر و عبد بعبد تقول عليهم بلدية عندهم ميزة يقدرو يعرفو عباد ربي لي ميقروش تم . وين تروح تلقاهم و هدا نوع تلقاهم يدوروغير مع بعضهم ما يحلبوش غاشي .	40
738	و قروب تالي تلقاهم تلاتة تلاتة و لا ربعة قاعدين و يعسو فالي رايح و جاي و يمنشرو على خلق ربي شكون فيهم نتا ه .	26
739	تصرالكم تع كي تتعرفي على بنادم سوا شير و لا شيرة مع لول يعجبك تضحكي و تقصري و تحلالك ابري تكرهيه بلا سبة و كلما تعرفي بنادم يصرالك معاه نفس سيناريو .	32
740	و ادا وليت اون كوبل جامي نعيطله و قاع دارولي هاد رومارك نتي متعيطي متحوسي .	16
741	و نكره نهدر فتليفون فليل و نكره يعيطلي كل دقيقة و ادا بدا يقولي عمري و بب نولي نشوفه كححل و ادا قالي نحبك و بدا فتحلاب الباسل .	29
742	هداك تاع تعلوب الألماني نحس من داخل وحد الإحساس تاع نبغي نتقيا على وجهه الماكلة تع 2015 و نبدا نحوس على مشاكل حتا نحبسو .	25
743	بديت نتوسوس لروحي و راني حايرة كيش تقو تكونو فغولاصيون بربعة سنين خمسة هل انا انسان طبيعي لا خويا غي روح جري على روحك مرضك صعيب و الله يجيب شيفة نشاء الله .	33
744	الرومنسية جزايرية	2
745	اون كوبل	2
746	علاه متشدليش يدي كي نتمشو برا	6
747	اواه نخاف عليك يشوفنا واحد يعرفك نولو في مشاكل كي نخطبك نشدلك يدك و واحد ما يسالنا .	18
748	كي ينخطبو تسقسيه نفس سؤال يقولها شا راكي باغية يقولو تخطبو يديرو رايهم كي نتزوجو نشدلك يدك كيما تبغي .	20
749	كي يتزوجو تعاود تسقسيه يقولها ياك عندنا دار و مستروين الحمد الله ديري فيها شا تبغي .	17
750	كي يولو متزوجين بولاد تسقسيه و دروك علاه متشدليش يدي	10
751	نشدك نتي و لانشد بنتك و لا نشد قضيان	9
752	ابري 25 عام تع زواج يقولها تاني شارك باغية راجل بنتك يقول علينا كبرو و خرفو	16
753	ابري 50 عام تع زواج مسكينة تقوله و دروك كيفاش متشدليش يدي	12
754	يعاود يقولها بغيتي نشدلك يدك و نخلي خزرانة تاعي باش نطيح و نموت و تورتيني علابالي باغية تتهني مني أيا أرواح نتا و فهم كيما دير ما تسلك حب فجزاير فقط تحير . . .	35
755	ارواحو نحكيلكم على خويا الصباح كي ناض نورمال في عشية جا لماما قالها باغي نتزوج اخطبيلي قاتله اوكي .	19
756	بصح قالها باغي تخطبيلي صحبتي فلانة و هادي شيرة موالف يجيباهلنا للدار مالا ماما قاتله كيفاه شيرة موالفة تجي معاك تحوس تزوج بيها .	24
757	قالها واه و بدا يزقي قاتله خليني انا نخير لك قالها باش تجبيلي وحدة عندها حبيبها نهار نخطبها تولي تبكي على حبيبها و تخدعني مالا خليني ندي حبيبتي لي نعرفها و ربيتها على يدي ه	35
758	المهم اليوم تشوكيت في خويا تع بصح هاو شيرات حشا لي ميستهلوش قحبات دايمن فلواطا كاش ما ينيطو واحد و تلزق فيها حتى تديه و شير تاني يلعب ينقز من شيرة لختها .	33
759	ابري يدي غير لي ماه شفتهاله كيما عادة و يهدرو على رجولة حاي الله يطيحنا في ولد حلال و صايي .	21
760	تزوجها وهرانية تلقاها حنينة و حساسة دارها دايمن نقية و تغرس ورد فالتاقة و طيبلك حريرة و بوراك و المعقودة .	21
761	الله الله ولي قغاتان و طاجين زيتون و ضولما و سوغتو مين تلبس طابلية تع كوزينة و تزير جبهتها بفونارة وديك بدعية قليع قلبي	24
762	و تخدملك لي سيقاغ تاع لوز تشرب بيهم لتاي و تزيد ديلك طعام بالزبيب سفة و لا مرقة فالصحور يكون هداك وين فوراته و تقولك كول راجلي راس مالي ,	30
763	هو انت قلبي و عملاي ربي يخليك ليا و تزيد طيبلك خبز دار لي ما يكلهش براني هه بسانوج و لمطلوع حامي هاداك وين طيباته كل صبع بصنعة .	29
764	الله الله و كي يلحق العيد تشبعك حلوى هادي بقلاوة هادا قريوش , المقروط , المسمن و طورنو , و عرايش قاع أنواع . . يرحم بوك شا يجيك من وحدة حلوة اونباغسون و لا شا قال وهرانية مولاة همة و شان .	43
765	مالكي يا وهران ?	4
766	حنا ولادك زايدين فالحواش كابرين في الحومات رحلونا و سكنونا في بطيمات .	13
767	وهران وساعت و على ولادها ضياقت بناو فيك حي شباب و جديد و سماوه العقيد .	16
768	سكنو لي جاي من بعيد و ولادك في براريك تع حديد مالكي يا وهران ? ! ! لي يزورك يتصور مع سبع و في زينك ينخلع . ترحبي بالضيف فالمشتة و الصيف ,	33
769	يجو يبحرو و يسهروا و ممبعد فيك يعايرو .	9
770	مالكي يا وهران ? ! ! حواشك هدموهم و ليسوفنير ضيعوهم . بنت وهران بنكوتها و غاشيها و كشفة خاطيها مسنة فالدار و حصلتو كلشي فيها	26
771	مرزاق راك جايبني هنا باش تهدلي هاد هدرة . زينو متكطعليش هدرة و خليني نفهمك . كي دايرة هادي تبيع لنا دارنا و تقولي متكطعليش هدرة خليتك تبيع لواطا دروك باغي تبيع لنا دارنا	34
772	صحا بركا ما دير فتبهديل ناس راها تسمع فينا . شا دخلني فناس راك عرف شا صرا في هاد شهر و لا ?	23
773	خسرنا بونا و بونك سيزتنا شركة و دروك باغي تبيع لنا دارنا نقعدو بلا دار و لا شاه .	19
774	عندك حل وخداخر مدهلي . مشي مشكلتي هادي نتا لقا حل باش تبيع دارنا غير قلعها من راسك .	19
775	يا زينو بشوية و خليني نفهمك مشقاقش تقعد تيبس في راسك فيلا كبيرة بزاف منقدوش على مصاريفها ما نقدوش مامبا نقوها .	22
776	انا قلت خلينا نبيعو فيلا و نشرو دار صغيرة انا وياك على حسابنا و دراهم الي بقاو نديرو بيهم كاش بروجي ندورو بيه شوية بيلاما وقفنا على كرعينا .	29
777	أيا نديرو بلي هدا هو حل تبيعها فزوج ملايير ? علاه لقيت شاري وخداخور و قلت لا . أي دارنا شابة و جاية في بلاصة شابة تحطها في واد كنيس تجيبلك 10 نورمال .	34
778	يا مكانش البيع مكانش الي عطانا رانا في خمس شهر و حنا نقارعو ماكنش رحت عند اجونس ايموبلياغ قالي مكانش مكانش الي بغى يشريها لقينا شاري ميليقش نبدلوه .	29
779	صباح الخير لي جون صافا ? واه صافا نجم نريح معاكم شوية ? لا راني نهدر مع خويا الله يفتح عليك . باغي نحكي معاكم شوية تفضل تفضل . ميرسي .	31
780	هادي هي فيلا واه راك تشوف راك في كارتي كالم و عندك كلشي حداك . مرحبا بيك . نقدندخلو نشوفو ?	21
781	واه دوك ندخلو بص ندخلو مالباب . حمبوك قولي سي جمال هادي فيلا تع 3 مليار . ساهل حال نشوفو و منبعد نهدرو . ادي و الله ما تلقاها بهاد سومة قاع . تفضل . صحيت .	37
782	سي الياس سمحلي علابالي مشي وقتها بصح لازم تقول للوالدة غدوة نشاء الله تجيني للمكتب في موضوع مهم سمحلي .	20
783	مشي مشكل استاد مشي مشكل . بارك الله فيك و كوراج سيرتو . ميرسي ربي معاك انشاء الله .	19
784	اني نقارع بطاو . الو نعم استاد ا سمع راني فهمتك حتى يوصلو و منبعد انا نهدر معاك باش توجد لي زاكت اوك . واه عيطت و مرادوش خايف الا لقاو كاش واحد و مدلهم كتر معليش معليش . اقطع اقطع راهم دخلو .	44
785	منبعد نهدرو اوك .	4
786	السلام عليكم سلام و رحمته الله . لاباس ? شا كاين قلقتوني يا جماعة ياك غير خير ? ادي غير خير اني حشمان نهدر معاك ملقيتش شا نقولك . ا بطيتو شويا و انا عندي طيارة نديها أ ميدي . و الله غير سمحلنا .	45
787	شا كاين ? هاولاهدر معاه .	6
788	سليم شا تشرب ? شوف سي جمال انا نجيك ملخر انا هاد لفير مدخلتش راسي و مانيش قابل بيها . درتو في رايكم ? مشي بارك اتفقنا نورمالمون نتلاقو اليوم باش نكملو شرية .	34
789	شوف انا ما درت في رايي ما والو ,	9
790	انا راني عارف كي داير بيع و شرا خويا صغير ما يعرفش هاد صوالح شغل راها باينتله بلي نتايا راك تبروفيتي م لاسيتياسيون تاعه . اه تسما درتو في رايكم .	31
791	هاولا قدامك و هدر معاه . سليم نورمالمون بارح كملنا هدرة و اتفقنا باش نكملو اليوم معليش نقدر ظروفكم عارف راكم دورو في ظروف حرجة شوية	26
792	انا نزيدكم 500 مليون و منزيدوش نهدرو .	8
793	هادي كلمتك تالية ? اخر كلمة . ادي غير خليها تلات ملايير و ستمية و لا 4 ملايير لا شد كلمة لولا تاعك 3 ملايير و 600 بون كو اوك ? أيا صايي ما عندك ما تهدر .	38
794	ادي تعرف دارنا شعال تجيب غادس غدوة يبيعها تجيبله عشر ملايير نورمال . مكانش بيع مالك راك تهبل فينا . نتكلو على الله . انا راني موافق نقول مبروك ادا بغيت .	32
795	لا انا ما نقول مبروك حتى نسني لاكت . اسمعو كاين مليار واجد هداك غادي نمدهلكم اكيفالون بالاورو . مكانش مشكل ندوه بالاورو مهم نتا كواعط تاع فيلا شفتهم و ليزوغجينو جبتوهم	32
796	? رانا جايبين ليزوغيجينو واه و نكوة عندكم ? عندنا لي كارت توعنا أيا تري بيان لي كلي ? راهم عندي تبغي قاع روح معاك لفيلا بلاك كاش ما تحتاج و لا متعرفش .	34
797	لا معنديش وقت عندي انافيون نخي ايرجون تلفون تاعك راه عندي نهدر معاك وقت لي نسحقك . مكانش مشكل وقت لي تبغي مانش مشكل في ليل عيطلي نجيك ما كانش مشكل .	32
798	أيا صحا دراهم وين راهم ? اه دراهم دراهم راهم عند نوتار تو سيني تدي دراهمك سي بون ? نروحو دروك لا بغيت . أيا نتكلو على الله .	29
799	سليمة تبغي نزيدلك شوية قهوة . لا صحيتي حقا حبيتي مقلتليش شا رايك فالديكور و فيلا ? عجبك قو تاعي ? أمم علامة .	24
800	تعرفي شركت لخالد قتله نبغي ديكور مخير تاع الجي . تعرفي خوك ميقوليش لا . مازال مينوضش ? لا دخل مع فجر و راه عيان بزاف .	27
801	صبيحة ? واه اروحو تشوفو عمتكم يا عمري على زينة تاعي يا عمري يا عمري على بنتي يا عمري أيا عندي . كي توحشتها بنتي .	26
802	كيراك راك غاية ? ما تحصو تزيدو تشفوها دوك تتوحشوها . نتي شكون قالك راني رايحة ليوم اه . لا يبغوك و يتوحشوك بصح . راني قاعدة على قلبك واقيلا .	31
803	حاشا سليمة هادي هدرة دار دار خوك و لي جوغ تقعدي فيها وقت ما تبغي . يلا دوك يفوتهم الحال روحو تقرو .	23
804	وليتي تعرفي تمتلي بسلامتك ملي جيتي هنا كلشي تبدل نسيتي نسيتي واقيل بلي كابرين مع بعض و لي قاريه ديب حافظه سلوقي .	23
805	بيضي قلبك يا سليمة نساي سنين باهية و ليام عوجة انا مدابيا ننسى جدها راجلك راجلك هو لي مخلانيش نخرج منها لا انا لا راجلي . ا	27
806	قالك ما عندهش اللي يقابله صوالحه في وهران صافي كاين غير علي الي سقابله صوالحه كاين مية و متين واحد الي يقابله .	23
807	يقابل صوالحه يا سيدي علاه شا معنتها نتوما جيتو هنا و خليتونا حنا تماك منستعلوش باش نكبرو و تسقم لنا ليام و لا متجيش علينا .	26
808	راكي في عقلك سليمة راكي عارفو مليح علاه خالد هرب من وهران لياه تحسبي في يوسف و جماعته يزعقو ?	20
809	متخافيش على خوك ? نخاف على خويا كتر منك و اني باغية نكون معاه علاه ?	16
810	نتي غادي تجي خير من ماه و خته و نتي راكي باغية خالد يخلي مرته و ولاده في وهران و يجي خالد ميقدش يعيش بعيد علينا و حنا كي جينا جينا على جال ولاد باش يدخلو ايكول بريفي باش يتربو مليح .	42
811	و دوك يجو علاه ? ما عندكم علاه هنا و لا لهيه كيف كيف . راكي تعايري فيا كي منولدش علاه انا بغيت على روحي هادي حاجة ربي .	29
812	الي يقول كلمة حق يعير . كاش وحدة تعاير مرت خوها نعلي بليس خلينا من هاد هدرة نولو في هدرة وخدوخرة .	22
813	روحي نوضيه . لا منقدش نوضه راكي تعرفيه بلي مقلق . شوفي لي يديني وهران راه قريب يجي و مانيش باغية نروح بلا ما نشوف خويا روحي نوضيه .	29
814	سليمة دار دار خوك راهي دارك تبغي طلعي نوضيه نوضيه تبغي تقرعي له روحي قرعي له فصالون .	18
815	تعرفي شا ندير غادي انا نعيط لشوفور هو يرجه لوهران و نتي بقاي حتا لسمانة جاية داكور ? تزعقس عليا واقيلا .	22
816	اوغفوار سي جمال . اوغفوار مادموزال ميرسي تبقي على خير . مرحبا بيك . ا ماركش تشوف صاحبي ? سمحلي .	21
817	لا غير خلي صاحبي . باردون .	7
818	صباح الخير استاد راه هنا ? عندك موعد معاه واه عندي . تفضلو ريحو قارعو شوية .	17
819	علبالك مادم كنت عندك تلميد بكري . ابون ? سي بورسا دايوغ لي ستدعيتك او باغسون في وحد موضوع . خير انشا الله .	24
820	بغيت نقولك المرحوم جيست قبل ما يتوفى باع أملاك تاوعه . شا ولا ? نعم مادام . ما عندي حتى فكرة على هادا موضوع . مالوغزمون هادا لي صرا .	30
821	دوك نفهمك املاك تاوعه باعهم قاع بيع قانوني . كلش راه مسجل كريم ولاد خوه ناصر .	17
822	و ولده ? سي بوغ سا قتلك قبيلة ستدعيتك اوباغسون باش نقولهالك انا لول اوموان توجدي روحك مادم قبل ما يقولوها لك اهل تاعه و تتشوكي	26
823	و فيلا لي رانا ساكنين فيها ?	7
824	تاني باعها كلش مادم . وين غادي نروح انا و ولدي .	12
825	في هاد شي كونك مهنية هو دومندالي نزيد فعقد تع فيلا بلي تونك راكي فالحياة ما عندهم ما يدوها	19
826	و سمحيلي على هادي كلمة و الله ما عرفت كيفاش نجيبهالك مدام ربي يطول في عمرك انشا الله على كل الحال .	22
827	حتى بعد وفاة تاعك ابري اوتوماتيكمون تعاود تولي فيلا لولاد خوه ناصر و هوما لراهم مسنيين عليها هنا لزوج . مافيهش خير داري يدوها ولاد خوه و يقارعوني كي نموت باش يدوها .	33
828	جو سوي ديزولي مادم هدا لي صرا . و هاد مسكين شاهو دنب تاعه ?	15
829	على كل حال المرحوم كان كافل سي الياس بصح راكي على علم بلي كفالة متعطيش حق مكفول يورت مام لوكان يكون لو مام نوم .	25
830	اسمع روح ضربدورة سامينيت و رجع عندي . طولت عليك ليوم واقيلا . مشقاش تزقي .	16
831	شا جابك عندي حمبوك ? متخافش نتا خاتيك نتا غير زوالي . انا زواليا منقربش ليهم . قلي شكون نتا ? و شا جابك عندي ? متحوسش تفهم اسمع . و يديا هادو .	34
832	اسمعني متخلينيش ندير حاجا منبغيهاش انا غادي نحلك بصح بلاك تعيط و لا دير حس فهمت ? فهمتني ? اني نهدر معاك . تليفون تاعي مفاتيح لي عطيتهم لي تع فيلا .	32
833	هاولا تليفونك و مفاتيح تع فيلا طحولي . شوالا ? ودرتهم ? اسكت مشي قتلك متعيطش ?	17
834	اني نهدر معاك غير بالعقل . ريح و اسمعني مليح اقسم بالله و تبوجي و لا تلحقني كي نخرج اقسم بالله ندبحك فهمتني ? ايا رول صاحبي .	28
