"source_uid"	"source_id"	"source_locator"	"sentno"	"arabic_original"	"word_count"	"source_file"	"license_id"	"source_status"	"darija_provenance"	"enrichment_state"
"madoran-s6-sentno-0717"	"S6"	"MADOran_Sentences.tsv#Sentno=717"	"717"	"ايا خويا في لمان انشاء الله . الله يحفظكم . اييه كي يجي خير يجي بصح خويا حمد مننساش خير تاعه قاع . غبنته معايا حمد لله ."	"28"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0718"	"S6"	"MADOran_Sentences.tsv#Sentno=718"	"718"	"ناس بكري شا قالو ?"	"5"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0719"	"S6"	"MADOran_Sentences.tsv#Sentno=719"	"719"	"كي تبدا قول بسم الله و كي تكمل قول حمد الله"	"11"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0720"	"S6"	"MADOran_Sentences.tsv#Sentno=720"	"720"	"ما تتعراش و نتا عرقان و متشربش ماء و نتا عرقان و متكسلش كرعيك وسط جماعة , و ما متوكلش ولادك وسط جماعة ."	"24"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0721"	"S6"	"MADOran_Sentences.tsv#Sentno=721"	"721"	"ما تشربش بالواقف , وجهك نقيه ماتدري واش تلاقي بيه و لي فاتك بالزين فوته بالتبسيمة ولي فاتك بالصيغة فوته بالسياسة , و لي فاتك بالمال فوته بالقناعة ."	"29"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0722"	"S6"	"MADOran_Sentences.tsv#Sentno=722"	"722"	"ولد سبع مايجي مشحاح و دفلة ما تجيب تفاح , دقيق البشنة ما يجي منه طعام و صوف الكلاب ما يجي منه البرنوس و كبير لعرش طيعو , و كبير الراس و الكرش بالرخس بيعو ."	"36"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0723"	"S6"	"MADOran_Sentences.tsv#Sentno=723"	"723"	"زين السوق قعاده , و زين فراش أولاده , و زينة الحديث كي يعود موش في الصواب سكاته ."	"19"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0724"	"S6"	"MADOran_Sentences.tsv#Sentno=724"	"724"	"عرة فاكية برقوق , و عرة نسا لي طيب و تدوق , و عرة رجال لي سوق بعد سوق ."	"20"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0725"	"S6"	"MADOran_Sentences.tsv#Sentno=725"	"725"	"ادا كنت شين استر فضايحك و ادا كنت زين استر روحك من العين ."	"14"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0726"	"S6"	"MADOran_Sentences.tsv#Sentno=726"	"726"	"ادا طاحو سنين تروح البنة و ادا راحو عينين تروح الدنيا و ادا راح النيف تروح الهمة . و ادا راحو رجال تروح حرمة و ادا راحو الوالدين تروح اللمة ."	"31"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0727"	"S6"	"MADOran_Sentences.tsv#Sentno=727"	"727"	"قالو ناس زمان ."	"4"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0728"	"S6"	"MADOran_Sentences.tsv#Sentno=728"	"728"	"الي ما يدبح شاته و ما يحكم في مرته و ما يقوم صلاته موته خير من حياته ."	"18"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0729"	"S6"	"MADOran_Sentences.tsv#Sentno=729"	"729"	"و الي ما يعرف لا دبيحة لا سليخة زواجه من بنت ناس فضيحة ."	"14"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0730"	"S6"	"MADOran_Sentences.tsv#Sentno=730"	"730"	"و الي ما تعرف تخدم لا بوزلوف لا دوارة زواجها من وليد الناس خسارة ."	"15"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0731"	"S6"	"MADOran_Sentences.tsv#Sentno=731"	"731"	"في الجامعة جزايرية كاين 7 أنواع من الطلبة ,"	"9"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0732"	"S6"	"MADOran_Sentences.tsv#Sentno=732"	"732"	"واحد تلقاه رافد قيتارة و قاعد مع بنات يغنيلهم دايمن تلقا شعره مكشرد و لبنات لي معاه كامل سيفيليزي هاد قروب دايمن مكروه فالجامعة ."	"25"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0733"	"S6"	"MADOran_Sentences.tsv#Sentno=733"	"733"	"نوع زاوج هو لي يبغو تعراض . تلقاهم يعرضو بلوطو تاع بوهم طالع هاود بيها و جيعانات يكحلو و هو حلاب يحلب فيهم ."	"24"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0734"	"S6"	"MADOran_Sentences.tsv#Sentno=734"	"734"	"تروازيام كاتقوري تلقاهم تلاتة تلاتة حاكمين قنت و يلعبو فكارطا و لا دومينو معلابلهمش بالدنيا و لبنات تلقاهم يحكو فقصص حياتهم مأسوية ."	"23"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0735"	"S6"	"MADOran_Sentences.tsv#Sentno=735"	"735"	"كاتيقوري 4 تلقاه يظل وحده ياكل وحده يقرى وحده يروح وحده دايمن وحده ."	"14"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0736"	"S6"	"MADOran_Sentences.tsv#Sentno=736"	"736"	"قروب 5 تلقاهم كوبل يضلو مع بعضهم صباح نص نهار عشية فالكور ميخطوش بعضهم قاع"	"15"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0737"	"S6"	"MADOran_Sentences.tsv#Sentno=737"	"737"	"لوخرين تلقاهم زوج صحاب يظلو يدورو الجامعة يعرفوها شبر شبر و عبد بعبد تقول عليهم بلدية عندهم ميزة يقدرو يعرفو عباد ربي لي ميقروش تم . وين تروح تلقاهم و هدا نوع تلقاهم يدوروغير مع بعضهم ما يحلبوش غاشي ."	"40"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0738"	"S6"	"MADOran_Sentences.tsv#Sentno=738"	"738"	"و قروب تالي تلقاهم تلاتة تلاتة و لا ربعة قاعدين و يعسو فالي رايح و جاي و يمنشرو على خلق ربي شكون فيهم نتا ه ."	"26"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0739"	"S6"	"MADOran_Sentences.tsv#Sentno=739"	"739"	"تصرالكم تع كي تتعرفي على بنادم سوا شير و لا شيرة مع لول يعجبك تضحكي و تقصري و تحلالك ابري تكرهيه بلا سبة و كلما تعرفي بنادم يصرالك معاه نفس سيناريو ."	"32"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0740"	"S6"	"MADOran_Sentences.tsv#Sentno=740"	"740"	"و ادا وليت اون كوبل جامي نعيطله و قاع دارولي هاد رومارك نتي متعيطي متحوسي ."	"16"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0741"	"S6"	"MADOran_Sentences.tsv#Sentno=741"	"741"	"و نكره نهدر فتليفون فليل و نكره يعيطلي كل دقيقة و ادا بدا يقولي عمري و بب نولي نشوفه كححل و ادا قالي نحبك و بدا فتحلاب الباسل ."	"29"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0742"	"S6"	"MADOran_Sentences.tsv#Sentno=742"	"742"	"هداك تاع تعلوب الألماني نحس من داخل وحد الإحساس تاع نبغي نتقيا على وجهه الماكلة تع 2015 و نبدا نحوس على مشاكل حتا نحبسو ."	"25"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0743"	"S6"	"MADOran_Sentences.tsv#Sentno=743"	"743"	"بديت نتوسوس لروحي و راني حايرة كيش تقو تكونو فغولاصيون بربعة سنين خمسة هل انا انسان طبيعي لا خويا غي روح جري على روحك مرضك صعيب و الله يجيب شيفة نشاء الله ."	"33"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0744"	"S6"	"MADOran_Sentences.tsv#Sentno=744"	"744"	"الرومنسية جزايرية"	"2"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0745"	"S6"	"MADOran_Sentences.tsv#Sentno=745"	"745"	"اون كوبل"	"2"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0746"	"S6"	"MADOran_Sentences.tsv#Sentno=746"	"746"	"علاه متشدليش يدي كي نتمشو برا"	"6"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0747"	"S6"	"MADOran_Sentences.tsv#Sentno=747"	"747"	"اواه نخاف عليك يشوفنا واحد يعرفك نولو في مشاكل كي نخطبك نشدلك يدك و واحد ما يسالنا ."	"18"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0748"	"S6"	"MADOran_Sentences.tsv#Sentno=748"	"748"	"كي ينخطبو تسقسيه نفس سؤال يقولها شا راكي باغية يقولو تخطبو يديرو رايهم كي نتزوجو نشدلك يدك كيما تبغي ."	"20"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0749"	"S6"	"MADOran_Sentences.tsv#Sentno=749"	"749"	"كي يتزوجو تعاود تسقسيه يقولها ياك عندنا دار و مستروين الحمد الله ديري فيها شا تبغي ."	"17"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0750"	"S6"	"MADOran_Sentences.tsv#Sentno=750"	"750"	"كي يولو متزوجين بولاد تسقسيه و دروك علاه متشدليش يدي"	"10"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0751"	"S6"	"MADOran_Sentences.tsv#Sentno=751"	"751"	"نشدك نتي و لانشد بنتك و لا نشد قضيان"	"9"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0752"	"S6"	"MADOran_Sentences.tsv#Sentno=752"	"752"	"ابري 25 عام تع زواج يقولها تاني شارك باغية راجل بنتك يقول علينا كبرو و خرفو"	"16"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0753"	"S6"	"MADOran_Sentences.tsv#Sentno=753"	"753"	"ابري 50 عام تع زواج مسكينة تقوله و دروك كيفاش متشدليش يدي"	"12"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0754"	"S6"	"MADOran_Sentences.tsv#Sentno=754"	"754"	"يعاود يقولها بغيتي نشدلك يدك و نخلي خزرانة تاعي باش نطيح و نموت و تورتيني علابالي باغية تتهني مني أيا أرواح نتا و فهم كيما دير ما تسلك حب فجزاير فقط تحير . . ."	"35"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0755"	"S6"	"MADOran_Sentences.tsv#Sentno=755"	"755"	"ارواحو نحكيلكم على خويا الصباح كي ناض نورمال في عشية جا لماما قالها باغي نتزوج اخطبيلي قاتله اوكي ."	"19"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0756"	"S6"	"MADOran_Sentences.tsv#Sentno=756"	"756"	"بصح قالها باغي تخطبيلي صحبتي فلانة و هادي شيرة موالف يجيباهلنا للدار مالا ماما قاتله كيفاه شيرة موالفة تجي معاك تحوس تزوج بيها ."	"24"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0757"	"S6"	"MADOran_Sentences.tsv#Sentno=757"	"757"	"قالها واه و بدا يزقي قاتله خليني انا نخير لك قالها باش تجبيلي وحدة عندها حبيبها نهار نخطبها تولي تبكي على حبيبها و تخدعني مالا خليني ندي حبيبتي لي نعرفها و ربيتها على يدي ه"	"35"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0758"	"S6"	"MADOran_Sentences.tsv#Sentno=758"	"758"	"المهم اليوم تشوكيت في خويا تع بصح هاو شيرات حشا لي ميستهلوش قحبات دايمن فلواطا كاش ما ينيطو واحد و تلزق فيها حتى تديه و شير تاني يلعب ينقز من شيرة لختها ."	"33"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0759"	"S6"	"MADOran_Sentences.tsv#Sentno=759"	"759"	"ابري يدي غير لي ماه شفتهاله كيما عادة و يهدرو على رجولة حاي الله يطيحنا في ولد حلال و صايي ."	"21"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0760"	"S6"	"MADOran_Sentences.tsv#Sentno=760"	"760"	"تزوجها وهرانية تلقاها حنينة و حساسة دارها دايمن نقية و تغرس ورد فالتاقة و طيبلك حريرة و بوراك و المعقودة ."	"21"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0761"	"S6"	"MADOran_Sentences.tsv#Sentno=761"	"761"	"الله الله ولي قغاتان و طاجين زيتون و ضولما و سوغتو مين تلبس طابلية تع كوزينة و تزير جبهتها بفونارة وديك بدعية قليع قلبي"	"24"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0762"	"S6"	"MADOran_Sentences.tsv#Sentno=762"	"762"	"و تخدملك لي سيقاغ تاع لوز تشرب بيهم لتاي و تزيد ديلك طعام بالزبيب سفة و لا مرقة فالصحور يكون هداك وين فوراته و تقولك كول راجلي راس مالي ,"	"30"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0763"	"S6"	"MADOran_Sentences.tsv#Sentno=763"	"763"	"هو انت قلبي و عملاي ربي يخليك ليا و تزيد طيبلك خبز دار لي ما يكلهش براني هه بسانوج و لمطلوع حامي هاداك وين طيباته كل صبع بصنعة ."	"29"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0764"	"S6"	"MADOran_Sentences.tsv#Sentno=764"	"764"	"الله الله و كي يلحق العيد تشبعك حلوى هادي بقلاوة هادا قريوش , المقروط , المسمن و طورنو , و عرايش قاع أنواع . . يرحم بوك شا يجيك من وحدة حلوة اونباغسون و لا شا قال وهرانية مولاة همة و شان ."	"43"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0765"	"S6"	"MADOran_Sentences.tsv#Sentno=765"	"765"	"مالكي يا وهران ?"	"4"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0766"	"S6"	"MADOran_Sentences.tsv#Sentno=766"	"766"	"حنا ولادك زايدين فالحواش كابرين في الحومات رحلونا و سكنونا في بطيمات ."	"13"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0767"	"S6"	"MADOran_Sentences.tsv#Sentno=767"	"767"	"وهران وساعت و على ولادها ضياقت بناو فيك حي شباب و جديد و سماوه العقيد ."	"16"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0768"	"S6"	"MADOran_Sentences.tsv#Sentno=768"	"768"	"سكنو لي جاي من بعيد و ولادك في براريك تع حديد مالكي يا وهران ? ! ! لي يزورك يتصور مع سبع و في زينك ينخلع . ترحبي بالضيف فالمشتة و الصيف ,"	"33"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0769"	"S6"	"MADOran_Sentences.tsv#Sentno=769"	"769"	"يجو يبحرو و يسهروا و ممبعد فيك يعايرو ."	"9"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0770"	"S6"	"MADOran_Sentences.tsv#Sentno=770"	"770"	"مالكي يا وهران ? ! ! حواشك هدموهم و ليسوفنير ضيعوهم . بنت وهران بنكوتها و غاشيها و كشفة خاطيها مسنة فالدار و حصلتو كلشي فيها"	"26"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0771"	"S6"	"MADOran_Sentences.tsv#Sentno=771"	"771"	"مرزاق راك جايبني هنا باش تهدلي هاد هدرة . زينو متكطعليش هدرة و خليني نفهمك . كي دايرة هادي تبيع لنا دارنا و تقولي متكطعليش هدرة خليتك تبيع لواطا دروك باغي تبيع لنا دارنا"	"34"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0772"	"S6"	"MADOran_Sentences.tsv#Sentno=772"	"772"	"صحا بركا ما دير فتبهديل ناس راها تسمع فينا . شا دخلني فناس راك عرف شا صرا في هاد شهر و لا ?"	"23"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0773"	"S6"	"MADOran_Sentences.tsv#Sentno=773"	"773"	"خسرنا بونا و بونك سيزتنا شركة و دروك باغي تبيع لنا دارنا نقعدو بلا دار و لا شاه ."	"19"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0774"	"S6"	"MADOran_Sentences.tsv#Sentno=774"	"774"	"عندك حل وخداخر مدهلي . مشي مشكلتي هادي نتا لقا حل باش تبيع دارنا غير قلعها من راسك ."	"19"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0775"	"S6"	"MADOran_Sentences.tsv#Sentno=775"	"775"	"يا زينو بشوية و خليني نفهمك مشقاقش تقعد تيبس في راسك فيلا كبيرة بزاف منقدوش على مصاريفها ما نقدوش مامبا نقوها ."	"22"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0776"	"S6"	"MADOran_Sentences.tsv#Sentno=776"	"776"	"انا قلت خلينا نبيعو فيلا و نشرو دار صغيرة انا وياك على حسابنا و دراهم الي بقاو نديرو بيهم كاش بروجي ندورو بيه شوية بيلاما وقفنا على كرعينا ."	"29"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0777"	"S6"	"MADOran_Sentences.tsv#Sentno=777"	"777"	"أيا نديرو بلي هدا هو حل تبيعها فزوج ملايير ? علاه لقيت شاري وخداخور و قلت لا . أي دارنا شابة و جاية في بلاصة شابة تحطها في واد كنيس تجيبلك 10 نورمال ."	"34"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0778"	"S6"	"MADOran_Sentences.tsv#Sentno=778"	"778"	"يا مكانش البيع مكانش الي عطانا رانا في خمس شهر و حنا نقارعو ماكنش رحت عند اجونس ايموبلياغ قالي مكانش مكانش الي بغى يشريها لقينا شاري ميليقش نبدلوه ."	"29"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0779"	"S6"	"MADOran_Sentences.tsv#Sentno=779"	"779"	"صباح الخير لي جون صافا ? واه صافا نجم نريح معاكم شوية ? لا راني نهدر مع خويا الله يفتح عليك . باغي نحكي معاكم شوية تفضل تفضل . ميرسي ."	"31"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0780"	"S6"	"MADOran_Sentences.tsv#Sentno=780"	"780"	"هادي هي فيلا واه راك تشوف راك في كارتي كالم و عندك كلشي حداك . مرحبا بيك . نقدندخلو نشوفو ?"	"21"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0781"	"S6"	"MADOran_Sentences.tsv#Sentno=781"	"781"	"واه دوك ندخلو بص ندخلو مالباب . حمبوك قولي سي جمال هادي فيلا تع 3 مليار . ساهل حال نشوفو و منبعد نهدرو . ادي و الله ما تلقاها بهاد سومة قاع . تفضل . صحيت ."	"37"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0782"	"S6"	"MADOran_Sentences.tsv#Sentno=782"	"782"	"سي الياس سمحلي علابالي مشي وقتها بصح لازم تقول للوالدة غدوة نشاء الله تجيني للمكتب في موضوع مهم سمحلي ."	"20"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0783"	"S6"	"MADOran_Sentences.tsv#Sentno=783"	"783"	"مشي مشكل استاد مشي مشكل . بارك الله فيك و كوراج سيرتو . ميرسي ربي معاك انشاء الله ."	"19"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0784"	"S6"	"MADOran_Sentences.tsv#Sentno=784"	"784"	"اني نقارع بطاو . الو نعم استاد ا سمع راني فهمتك حتى يوصلو و منبعد انا نهدر معاك باش توجد لي زاكت اوك . واه عيطت و مرادوش خايف الا لقاو كاش واحد و مدلهم كتر معليش معليش . اقطع اقطع راهم دخلو ."	"44"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0785"	"S6"	"MADOran_Sentences.tsv#Sentno=785"	"785"	"منبعد نهدرو اوك ."	"4"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0786"	"S6"	"MADOran_Sentences.tsv#Sentno=786"	"786"	"السلام عليكم سلام و رحمته الله . لاباس ? شا كاين قلقتوني يا جماعة ياك غير خير ? ادي غير خير اني حشمان نهدر معاك ملقيتش شا نقولك . ا بطيتو شويا و انا عندي طيارة نديها أ ميدي . و الله غير سمحلنا ."	"45"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0787"	"S6"	"MADOran_Sentences.tsv#Sentno=787"	"787"	"شا كاين ? هاولاهدر معاه ."	"6"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0788"	"S6"	"MADOran_Sentences.tsv#Sentno=788"	"788"	"سليم شا تشرب ? شوف سي جمال انا نجيك ملخر انا هاد لفير مدخلتش راسي و مانيش قابل بيها . درتو في رايكم ? مشي بارك اتفقنا نورمالمون نتلاقو اليوم باش نكملو شرية ."	"34"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0789"	"S6"	"MADOran_Sentences.tsv#Sentno=789"	"789"	"شوف انا ما درت في رايي ما والو ,"	"9"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0790"	"S6"	"MADOran_Sentences.tsv#Sentno=790"	"790"	"انا راني عارف كي داير بيع و شرا خويا صغير ما يعرفش هاد صوالح شغل راها باينتله بلي نتايا راك تبروفيتي م لاسيتياسيون تاعه . اه تسما درتو في رايكم ."	"31"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0791"	"S6"	"MADOran_Sentences.tsv#Sentno=791"	"791"	"هاولا قدامك و هدر معاه . سليم نورمالمون بارح كملنا هدرة و اتفقنا باش نكملو اليوم معليش نقدر ظروفكم عارف راكم دورو في ظروف حرجة شوية"	"26"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0792"	"S6"	"MADOran_Sentences.tsv#Sentno=792"	"792"	"انا نزيدكم 500 مليون و منزيدوش نهدرو ."	"8"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
"madoran-s6-sentno-0793"	"S6"	"MADOran_Sentences.tsv#Sentno=793"	"793"	"هادي كلمتك تالية ? اخر كلمة . ادي غير خليها تلات ملايير و ستمية و لا 4 ملايير لا شد كلمة لولا تاعك 3 ملايير و 600 بون كو اوك ? أيا صايي ما عندك ما تهدر ."	"38"	"MADOran_Sentences.tsv"	"CC-BY-NC-3.0-MADORAN"	"canonical"	"source_exact"	"not_started"
