"ID"	"Sentno"	"Wordno"	"Word"	"diac"	"msa"	"Proclitic"	"Stem"	"Enclitic"	"Root"	"Pattern"	"num"	"gen"	"Sentiment"	"en_gloss"	"fr_gloss"
"15449"	"717"	"26"	"حمد"	"حمد"	"حَمْد"	""	"حمد/NOUN"	""	"حمد"	"فَعْل"	"s"	"m"	"neutral"	"praise"	"merci"
"15450"	"717"	"27"	"لله"	"الله"	"اللَّه"	"l/PREP"	"الله/NOUN_PROP"	""	"none"	"none"	"s"	"m"	"positive"	"allah,god"	"dieu"
"15451"	"717"	"28"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"15452"	"718"	"1"	"ناس"	"ناس"	"نَاس"	""	"ناس/NOUN"	"(null)/CASE_INDEF_(ACC_GEN)"	"ءنس"	"فعَل - يفعِل"	"s"	"m"	"neutral"	"people"	"gens"
"15453"	"718"	"2"	"بكري"	"بكري"	"بَاكرَا"	""	"بكري/ADV"	""	"بكر"	"فَعْلِي"	"s"	"m"	"neutral"	"early"	"tôt"
"15454"	"718"	"3"	"شا"	"شا"	"مَاذا"	""	"شا/INTERROG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"what"	"quoi"
"15455"	"718"	"4"	"قالو"	"قالو"	"قَالَ"	""	"قال/PV"	"و/PV SUFF_SUBJ :3MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"15456"	"718"	"5"	"?"	"?"	"?"	""	"?/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"?"
"15457"	"719"	"1"	"كي"	"كي"	"لَمّا"	""	"كي/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"when"	"quand"
"15458"	"719"	"2"	"تبدا"	"تبدا"	"بَدَأَ"	"t/IV2MS"	"بدا/IV"	"(null)/IVSUFF_SUBJ : 2MS"	"بدء"	"فعَل - يفعَل"	"na"	"na"	"neutral"	"begin"	"commencer"
"15459"	"719"	"3"	"قول"	"قول"	"قَالَ"	""	"قول/CV"	"(null)/CVSUFF_SUBJ :2MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"say,_tell"	"dire"
"15460"	"719"	"4"	"بسم"	"بسم"	"بسم"	"b/PREP"	"سم/NOUN_ABSTRACT"	""	"وسم"	"فِعْل"	"s"	"m"	"neutral"	"In_the_name"	"au_nom_de"
"15461"	"719"	"5"	"الله"	"الله"	"اللَّه"	""	"الله/NOUN_PROP"	""	"ءله"	"عَال"	"s"	"m"	"positive"	""	"Allah;God"
"15462"	"719"	"6"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15463"	"719"	"7"	"كي"	"كي"	"لَمّا"	""	"كي/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"when"	"quand"
"15464"	"719"	"8"	"تكمل"	"تكمل"	"أَكْمَل"	"t/IV2MS"	"كمل/IV"	"(null)/IVSUFF_SUBJ : 2MS"	"كمل"	"فعَل - يفعَل"	"na"	"na"	"neutral"	"finish"	"termine"
"15465"	"719"	"9"	"قول"	"قول"	"قَالَ"	""	"قول/CV"	"(null)/CVSUFF_SUBJ :2MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"say,_tell"	"dire"
"15466"	"719"	"10"	"حمد"	"حمد"	"حَمْد"	""	"حمد/NOUN"	""	"حمد"	"فَعْل"	"s"	"m"	"neutral"	"praise"	"merci"
"15467"	"719"	"11"	"الله"	"الله"	"اللَّه"	""	"الله/NOUN_PROP"	""	"ءله"	"عَال"	"s"	"m"	"positive"	""	"Allah;God"
"15468"	"720"	"1"	"ما"	"ما"	"ما,لم"	""	"ما/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not"	"ne_pas"
"15469"	"720"	"2"	"تتعراش"	"تتعراش"	"يَتَعَرَّى"	"t/IV2MS"	"تعرا/IV"	"(null)/IVSUFF_SUBJ : 2MS+ش/NEG_PART"	"عري"	"تَفَعَّل - يَتَفَعَّل"	"na"	"na"	"neutral"	"undress"	"se_déshabiller"
"15470"	"720"	"3"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15471"	"720"	"4"	"نتا"	"نتا"	"أَنْتَ"	""	"نتا/PRON"	""	"ءنت"	"فَعْل"	"na"	"na"	"neutral"	"you_[masc.sg.]"	"tu"
"15472"	"720"	"5"	"عرقان"	"عرقان"	"عَرْقَان"	""	"عرقان/ADJ_QUALIT"	""	"عرق"	"فَعْلَان"	"s"	"m"	"neutral"	"sweaty"	"en_sueur"
"15473"	"720"	"6"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15474"	"720"	"7"	"متشربش"	"متشربش"	"شَرِبَ"	"m/NEG_PART+t/IV2MS"	"شرب/IV"	"(null)/IVSUFF_SUBJ : 2MS+ش/NEG_PART"	"شرب"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"drink"	"boire"
"15475"	"720"	"8"	"ماء"	"ماء"	"ماء"	""	"ماء/NOUN_CONCRETE"	""	"موه"	"فَعْل"	"s"	"m"	"positive"	"water"	"l'eau"
"15476"	"720"	"9"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15477"	"720"	"10"	"نتا"	"نتا"	"أَنْتَ"	""	"نتا/PRON"	""	"ءنت"	"فَعْل"	"na"	"na"	"neutral"	"you_[masc.sg.]"	"tu"
"15478"	"720"	"11"	"عرقان"	"عرقان"	"عَرْقَان"	""	"عرقان/ADJ_QUALIT"	""	"عرق"	"فَعْلَان"	"s"	"m"	"neutral"	"sweaty"	"en_sueur"
"15479"	"720"	"12"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15480"	"720"	"13"	"متكسلش"	"متكسلش"	"يَتْكَبر"	"m/NEG_PART+t/IV2MS"	"كسل/IV"	"(null)/IVSUFF_SUBJ : 2MS+ش/NEG_PART"	"كسل"	"فَّعَل - يفَّعَل"	"na"	"na"	"negative"	"arrogant"	"arrogant"
"15481"	"720"	"14"	"كرعيك"	"كرعيك"	"رِجْل"	""	"كرعي/NOUN"	"ك/POSS_PRON_2MS"	"none"	"none"	"sp"	"m"	"neutral"	"feet"	"pieds"
"15482"	"720"	"15"	"وسط"	"وسط"	"وَسْط"	""	"وسط/NOUN_ABSTRACT"	""	"وسط"	"فَعْل"	"s"	"m"	"neutral"	"middle"	"milieu"
"15483"	"720"	"16"	"جماعة"	"جماعة"	"جَمَاعَة"	""	"جماع/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"جمع"	"فَعَالَة"	"s"	"f"	"neutral"	"group"	"groupe"
"15484"	"720"	"17"	","	","	","	""	",/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	","
"15485"	"720"	"18"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15486"	"720"	"19"	"ما"	"ما"	"ما,لم"	""	"ما/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not"	"ne_pas"
"15487"	"720"	"20"	"متوكلش"	"متوكلش"	"يَأكُل"	"m/NEG_PART+t/IV2MS"	"وكل/IV"	"(null)/IVSUFF_SUBJ : 2MS+ش/NEG_PART"	"ءكل"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"feed"	"nourrir"
"15488"	"720"	"21"	"ولادك"	"ولادك"	"أَوْلَادك"	""	"ولاد/NOUN_CONCRETE"	"ك/POSS_PRON"	"ولد"	"فعَال"	"bp"	"m"	"positive"	"children"	"enfants"
"15489"	"720"	"22"	"وسط"	"وسط"	"وَسْط"	""	"وسط/NOUN_ABSTRACT"	""	"وسط"	"فَعْل"	"s"	"m"	"neutral"	"middle"	"milieu"
"15490"	"720"	"23"	"جماعة"	"جماعة"	"جَمَاعَة"	""	"جماع/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"جمع"	"فَعَالَة"	"s"	"f"	"neutral"	"group"	"groupe"
"15491"	"720"	"24"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"15492"	"721"	"1"	"ما"	"ما"	"ما,لم"	""	"ما/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not"	"ne_pas"
"15493"	"721"	"2"	"تشربش"	"تشربش"	"شَرِبَ"	"t/IV2MS"	"شرب/IV"	"(null)/IVSUFF_SUBJ : 2MS+ش/NEG_PART"	"شرب"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"drink"	"boire"
"15494"	"721"	"3"	"بالواقف"	"بالواقف"	"واقِف"	"b/PREP+Al/DET"	"واقف/NOUN_ACTIVE_PART"	"(null)/CASE_INDEF_(ACC_GEN)"	"وقف"	"فَاعِل"	"s"	"m"	"neutral"	"standing"	"debout"
"15495"	"721"	"4"	","	","	","	""	",/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	","
"15496"	"721"	"5"	"وجهك"	"وجهك"	"وَجْهك"	""	"وجه/NOUN_CONCRETE"	"ك/POSS_PRON"	"وجه"	"فَعْل"	"s"	"m"	"neutral"	"face,front"	"visage,avant"
"15497"	"721"	"6"	"نقيه"	"نقي"	"نَظِف"	""	"نقي/CV"	"(null)/CVSUFF_SUBJ :2MS"	"نقي"	"فَعَّل - يفعِّل"	"na"	"na"	"neutral"	"nettoyer"	"nettoyer"
"15498"	"721"	"7"	"ماتدري"	"ماتدري"	"درى"	"mA/NEG_PART+t/IV2MS"	"دري/IV"	"(null)/IVSUFF_SUBJ : 2MS"	"دري"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"know"	"sait"
"15499"	"721"	"8"	"واش"	"واش"	"مَاذأ"	""	"واش/INTERROG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"what"	"quoi"
"15500"	"721"	"9"	"تلاقي"	"تلاقي"	"تَلَقَّى"	"t/IV2MS"	"لاق/IV"	"ي/IVSUFF_SUBJ : 2MS"	"لقي"	"تَفَعَّل - يَتَفَعَّل"	"na"	"na"	"neutral"	"meet"	"rencontrer"
"15501"	"721"	"10"	"بيه"	"بيه"	"بِهِ"	""	"بي/PREP"	"ه/PRON_3MS"	"none"	"none"	"s"	"m"	"neutral"	"with;by_it;him"	"avec;par_elle;lui"
"15502"	"721"	"11"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15503"	"721"	"12"	"لي"	"لي"	"الّذيالتِّي"	""	"لي/REL_PRON"	""	"none"	"none"	"na"	"na"	"neutral"	"the_one,that"	"celui,_ce"
"15504"	"721"	"13"	"فاتك"	"فاتك"	"فاتَ"	""	"فات/PV"	"(null)/PVSUFF_SUBJ:3MS+ك/PVSUFF_DO:2MS"	"فوت"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"surpass"	"dépasser"
"15505"	"721"	"14"	"بالزين"	"بالزين"	"الجَمال"	"b/PREP+Al/DET"	"زين/NOUN_ABSTRACT"	"(null)/CASE_INDEF_(ACC_GEN)"	"زين"	"فَعْل"	"s"	"m"	"neutral"	"beauty"	"beauté"
"15506"	"721"	"15"	"فوته"	"فوته"	"تَجَاوَز"	""	"فوت/CV"	"(null)/IVSUFF_SUBJ : 2MS+ه/CVSUFF_DO :3MS"	"فوت"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"pass"	"dépasser"
"15507"	"721"	"16"	"بالتبسيمة"	"بالتبسيمة"	"بَسْمَة"	"b/PREP+Al/DET"	"تبسيم/ADJ_QUALIT"	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"بَسْمَة"	"تَفْعِيلَة"	"s"	"f"	"neutral"	"smile"	"sourire"
"15508"	"721"	"17"	"ولي"	"و_لي"	"الَذي"	"w/CONJ"	"لي/REL_PRON"	""	"none"	"none"	"na"	"na"	"neutral"	"who,_whom"	"qui,qui_que_ce_soit"
"15509"	"721"	"18"	"فاتك"	"فاتك"	"فاتَ"	""	"فات/PV"	"(null)/PVSUFF_SUBJ:3MS+ك/PVSUFF_DO:2MS"	"فوت"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"surpass"	"dépasser"
"15510"	"721"	"19"	"بالصيغة"	"بالصيغة"	"بالصِيغَة"	"b/PREP+Al/DET"	"صيغ/NOUN_ABSTRACT"	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"صوغ"	"فِعْلَة"	"s"	"f"	"neutral"	"formula"	"Formule"
"15511"	"721"	"20"	"فوته"	"فوته"	"تَجَاوَز"	""	"فوت/CV"	"(null)/IVSUFF_SUBJ : 2MS+ه/CVSUFF_DO :3MS"	"فوت"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"pass"	"dépasser"
"15512"	"721"	"21"	"بالسياسة"	"بالسياسة"	"بالسِيَاسَة"	"b/PREP+Al/DET"	"سياس/GERUND"	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"سوس"	"فِعَالَة"	"s"	"f"	"positive"	"politics"	"politique"
"15513"	"721"	"22"	","	","	","	""	",/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	","
"15514"	"721"	"23"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15515"	"721"	"24"	"لي"	"لي"	"الّذيالتِّي"	""	"لي/REL_PRON"	""	"none"	"none"	"na"	"na"	"neutral"	"the_one,that"	"celui,_ce"
"15516"	"721"	"25"	"فاتك"	"فاتك"	"فاتَ"	""	"فات/PV"	"(null)/PVSUFF_SUBJ:3MS+ك/PVSUFF_DO:2MS"	"فوت"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"surpass"	"dépasser"
"15517"	"721"	"26"	"بالمال"	"بالمال"	"بالمال"	"b/PREP+Al/DET"	"مال/NOUN_CONCRETE"	""	"مول"	"فَعْل"	"s"	"m"	"positive"	"money"	"argent"
"15518"	"721"	"27"	"فوته"	"فوته"	"تَجَاوَز"	""	"فوت/CV"	"(null)/IVSUFF_SUBJ : 2MS+ه/CVSUFF_DO :3MS"	"فوت"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"pass"	"dépasser"
"15519"	"721"	"28"	"بالقناعة"	"بالقناعة"	"القَنَاعَة"	"b/PREP+Al/DET"	"قناع/NOUN_ABSTRACT"	"ة/NSUFF_FEM_SG"	"قنع"	"فَعَّالَة"	"s"	"f"	"neutral"	"satisfaction,_moderation"	"satisfaction,_modération"
"15520"	"721"	"29"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"15521"	"722"	"1"	"ولد"	"ولد"	"ابن"	""	"ولد/NOUN_ABSTRACT"	"(null)/CASE_INDEF_(ACC_GEN)"	"ولد"	"فَعْل"	"s"	"m"	"positive"	"child,son"	"enfant,_fils"
"15522"	"722"	"2"	"سبع"	"سبع"	"الأَسَد"	""	"سبع/NOUN_CONCRETE"	""	"سبع"	"فْعَل"	"s"	"m"	"neutral"	"lion"	"lion"
"15523"	"722"	"3"	"مايجي"	"ما_يجي"	"يَكُون"	"mA/NEG_PART+y/IV3MS"	"جي/IV"	"(null)/IVSUFF_SUBJ: 3MS"	"جيء"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"be"	"être"
"15524"	"722"	"4"	"مشحاح"	"مشحاح"	"الشَّحيحُ"	""	"مشحاح/ADJ_QUALIT"	""	"شحح"	"مفْعَال"	"s"	"m"	"neutral"	"Parsimonious"	"Parcimonieux"
"15525"	"722"	"5"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15526"	"722"	"6"	"دفلة"	"دفلة"	"بُصَاق"	""	"دفل/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG"	"دفل"	"فَعْلَة"	"s"	"f"	"neutral"	"sputum"	"expectorations"
"15527"	"722"	"7"	"ما"	"ما"	"ما,لم"	""	"ما/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not"	"ne_pas"
"15528"	"722"	"8"	"تجيب"	"تجيب"	"تُحْضِر"	"t/IV2MS"	"جيب/IV"	"(null)/IVSUFF_SUBJ : 2MS"	"جيب"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"bring"	"apporter"
"15529"	"722"	"9"	"تفاح"	"تفاح"	"تُفَّاح"	""	"تفاح/NOUN_CONCRETE"	"(null)/CASE_DEF_GEN"	"تفح"	"فُعَّال"	"bp"	"f"	"neutral"	"apples"	"pommes"
"15530"	"722"	"10"	","	","	","	""	",/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	","
"15531"	"722"	"11"	"دقيق"	"دقيق"	"دَقِيق"	""	"دقيق/NOUN_CONCRETE"	""	"دقق"	"فَعِيل"	"s"	"m"	"neutral"	"flour"	"farine"
"15532"	"722"	"12"	"البشنة"	"البشنة"	"حُبوبالدُّخن"	"Al/DET"	"بشن/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG"	"none"	"فَعْلَة"	"s"	"f"	"neutral"	"Millet"	"Millet"
"15533"	"722"	"13"	"ما"	"ما"	"ما,لم"	""	"ما/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not"	"ne_pas"
"15534"	"722"	"14"	"يجي"	"يجي"	"جَاء"	"y/IV3MS"	"ج/IV"	"ي/IVSUFF_SUBJ: 3MS"	"جيء"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"come"	"venir"
"15535"	"722"	"15"	"منه"	"منه"	"مِن"	""	"من/PREP"	"ه/POSS_PRON"	"none"	"none"	"na"	"na"	"neutral"	"of"	"de"
"15536"	"722"	"16"	"طعام"	"طعام"	"كُسْكُس"	""	"طعام/NOUN_PROP"	""	"طعم"	"فعَال"	"s"	"m"	"neutral"	"Couscous_(North_African_dish)"	"Couscous_(Plat_nord_africain)"
"15537"	"722"	"17"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15538"	"722"	"18"	"صوف"	"صوف"	"صُوف"	""	"صوف/NOUN_CONCRETE"	""	"صوف"	"صوف"	"s"	"m"	"neutral"	""	"laine_;x_wool"
"15539"	"722"	"19"	"الكلاب"	"الكلاب"	"كَلْب"	"Al/DET"	"كلاب/NOUN_CONCRETE"	""	"كلب"	"فِعَال"	"bp"	"m"	"positive"	"dogs"	"chiens"
"15540"	"722"	"20"	"ما"	"ما"	"ما,لم"	""	"ما/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not"	"ne_pas"
"15541"	"722"	"21"	"يجي"	"يجي"	"جَاء"	"y/IV3MS"	"ج/IV"	"ي/IVSUFF_SUBJ: 3MS"	"جيء"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"come"	"venir"
"15542"	"722"	"22"	"منه"	"منه"	"مِن"	""	"من/PREP"	"ه/POSS_PRON"	"none"	"none"	"na"	"na"	"neutral"	"of"	"de"
"15543"	"722"	"23"	"البرنوس"	"البرنوس"	"البَرْنُوس(َمعطفمنالصوف)"	"Al/DET"	"برنوس/NOUN_CONCRETE"	""	"برنس"	"فَعْلُون"	"s"	"m"	"neutral"	"barnnous_(a_wool_coat)"	"barnous_(un_manteau_en_laine_)"
"15544"	"722"	"24"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15545"	"722"	"25"	"كبير"	"كبير"	"كَبِير"	""	"كبير/ADJ_QUALIT"	""	"كبر"	"فَعِيل"	"s"	"m"	"neutral"	"big"	"grande"
"15546"	"722"	"26"	"لعرش"	"لعرش"	"عَرْش"	"l/DET"	"عرش/NOUN_CONCRETE"	"(null)/CASE_DEF_GEN"	"عرش"	"فَعْل"	"s"	"m"	"neutral"	"throne"	"trône"
"15547"	"722"	"27"	"طيعو"	"طيعو"	"طاعَ"	""	"طيع/CV"	"(null)/IVSUFF_SUBJ : 2MS+و/CVSUFF_DO :3MS"	"طيع"	"فعَل - يفعِل"	"na"	"na"	"positive"	"Obeys"	"Obéit"
"15548"	"722"	"28"	","	","	","	""	",/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	","
"15549"	"722"	"29"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15550"	"722"	"30"	"كبير"	"كبير"	"كَبِير"	""	"كبير/ADJ_QUALIT"	""	"كبر"	"فَعِيل"	"s"	"m"	"neutral"	"big"	"grande"
"15551"	"722"	"31"	"الراس"	"الراس"	"رَأْس"	"Al/DET"	"راس/NOUN_CONCRETE"	"(null)/CASE_DEF_GEN"	"رءس"	"فَعْل"	"s"	"m"	"neutral"	"head"	"tête"
"15552"	"722"	"32"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15553"	"722"	"33"	"الكرش"	"الكرش"	"بَطْن"	"Al/DET"	"كرش/NOUN_CONCRETE"	"(null)/CASE_INDEF_(ACC_GEN)"	"كرش"	"فَعْل"	"s"	"m"	"neutral"	"belly"	"ventre"
"15554"	"722"	"34"	"بالرخس"	"بالرخس"	"رَخّيص"	"b/PREP+Al/DET"	"رخس/NOUN_ABSTRACT"	""	"رخس"	"فُعْل"	"s"	"m"	"negative"	"cowardice"	"lâcheté"
"15555"	"722"	"35"	"بيعو"	"بيعو"	"بَاعَ"	""	"بيع/CV"	"(null)/CVSUFF_SUBJ :2MS +و/CVSUFF_DO :3MS"	"بيع"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"sell"	"vendre"
"15556"	"722"	"36"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"15557"	"723"	"1"	"زين"	"زين"	"الجَمال"	""	"زين/NOUN_ABSTRACT"	"(null)/CASE_INDEF_(ACC_GEN)"	"زين"	"فَعْل"	"s"	"m"	"neutral"	"beauty"	"beauté"
"15558"	"723"	"2"	"السوق"	"السوق"	"سُوق"	"Al/DET"	"سوق/NOUN_CONCRETE"	""	"سوق"	"فُعْل"	"s"	"m"	"neutral"	"market"	"marché"
"15559"	"723"	"3"	"قعاده"	"قعاده"	"قعْدَة"	""	"قعاد/NOUN_ABSTRACT"	"ه/NSUFF_FEM_SG"	"قعد"	"فعَال"	"s"	"f"	"neutral"	"rester"	"staying"
"15560"	"723"	"4"	","	","	","	""	",/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	","
"15561"	"723"	"5"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15562"	"723"	"6"	"زين"	"زين"	"الجَمال"	""	"زين/NOUN_ABSTRACT"	"(null)/CASE_INDEF_(ACC_GEN)"	"زين"	"فَعْل"	"s"	"m"	"neutral"	"beauty"	"beauté"
"15563"	"723"	"7"	"فراش"	"فراش"	"فِراش"	""	"فراش/NOUN_CONCRETE"	""	"فرش"	"فْعَال"	"s"	"m"	"neutral"	"bed"	"lit"
"15564"	"723"	"8"	"أولاده"	"أولاده"	"أولادَه"	""	"أولاد/NOUN_CONCRETE"	"ه/POSS_PRON"	"ولد"	"أَفْعَال"	"bp"	"m"	"positive"	""	"enfants_;x_children"
"15565"	"723"	"9"	","	","	","	""	",/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	","
"15566"	"723"	"10"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15567"	"723"	"11"	"زينة"	"زينة"	"حَلاوة"	""	"زين/ADJ"	"ة/NSUFF_FEM_SG"	"زين"	"فِعلَة"	"s"	"f"	"positive"	"sweetness"	"douceur"
"15568"	"723"	"12"	"الحديث"	"الحديث"	"الحَدِيث"	"Al/DET"	"حديث/NOUN_ABSTRACT"	""	"حدث"	"فَعِيل"	"s"	"m"	"neutral"	"discussion,_talk"	"discussion_,_discours"
"15569"	"723"	"13"	"كي"	"كي"	"لَمّا"	""	"كي/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"when"	"quand"
"15570"	"723"	"14"	"يعود"	"يعود"	"عَاد"	"y/IV3MS"	"عود/IV"	"(null)/IVSUFF_SUBJ: 3MS"	"عود"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"become"	"devenir"
"15571"	"723"	"15"	"موش"	"موش"	"لَيْس"	""	"موش/NEG_PART"	""	"none"	"none"	"s"	"m"	"neutral"	"not"	"ne_pas"
"15572"	"723"	"16"	"في"	"في"	"فِي"	""	"في/PREP"	""	"none"	"none"	"na"	"na"	"neutral"	"in"	"dans"
"15573"	"723"	"17"	"الصواب"	"الصواب"	"صَواب"	"Al/DET"	"صواب/NOUN_ABSTRACT"	""	"صوب"	"فَعَال"	"s"	"m"	"positive"	"right"	"juste"
"15574"	"723"	"18"	"سكاته"	"سكاته"	"سُكُوت"	""	"سكات/NOUN_ABSTRACT"	"ه/POSS_PRON"	"سكت"	"فْعَال"	"na"	"na"	"neutral"	"his_silence"	"son_silence"
"15575"	"723"	"19"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"15576"	"724"	"1"	"عرة"	"عرة"	"العُرَّة"	""	"عر/ADJ_QUALIT"	"ة/NSUFF_FEM_SG"	"عرر"	"فُعْلَة"	"s"	"f"	"negative"	"shame"	"la_honte"
"15577"	"724"	"2"	"فاكية"	"فاكية"	"فَاكِهَة"	""	"فاكي/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG"	"فكه"	"فَاعِلَة"	"sp"	"f"	"neutral"	"fruits"	"fruits"
"15578"	"724"	"3"	"برقوق"	"برقوق"	"بَرْقُوق"	""	"برقوق/NOUN_CONCRETE"	""	"none"	"none"	"sp"	"m"	"neutral"	"plum"	"prune"
"15579"	"724"	"4"	","	","	","	""	",/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	","
"15580"	"724"	"5"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15581"	"724"	"6"	"عرة"	"عرة"	"العُرَّة"	""	"عر/ADJ_QUALIT"	"ة/NSUFF_FEM_SG"	"عرر"	"فُعْلَة"	"s"	"f"	"negative"	"shame"	"la_honte"
"15582"	"724"	"7"	"نسا"	"نساء"	"نِسَاء"	""	"نساء/NOUN_CONCRETE"	"(null)/CASE_DEF_GEN"	"نسو"	"فِعَال"	"cp"	"f"	"neutral"	"women"	"femmes"
"15583"	"724"	"8"	"لي"	"لي"	"الّذيالتِّي"	""	"لي/REL_PRON"	""	"none"	"none"	"na"	"na"	"neutral"	"the_one,that"	"celui,_ce"
"15584"	"724"	"9"	"طيب"	"طيب"	"تُطبَخعلىالنار"	""	"طيب/PV"	"(null)/PV SUFF_SUBJ :3FS"	"طيب"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"cook_on_fire"	"cuire_au_feu"
"15585"	"724"	"10"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"15586"	"724"	"11"	"تدوق"	"تدوق"	"ذَاقَ"	"t/IV3FS"	"دوق/IV"	"(null)/IVSUFF_SUBJ: 3FS"	"ذوق"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"taste"	"goûter"
"15587"	"724"	"12"	","	","	","	""	",/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	","
"15588"	"724"	"13"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
