sample_id	cefr	domain	topic	arabic	latin	ko	en	source_locator	reviewer_id	oran_native_confirmed	rating	suggested_arabic	comment	reviewed_at
ODC-000104	A2	school_work	school and work	ايا قعدت تبدلي فهدرة و تكدب عليا و تقول رسلته قالها مديلي اكيزي ورقة بلي وصل قاتله معنديش	aya 93dt tbdly fhdra w tkdb 3lya w t9wl rslth 9alha mdyly akyzy wr9a bly wsl 9atlh m3ndych	그러다 네가 계속 말을 바꾸고 나에게 거짓말하면서 보냈다고 했어. 그가 그녀에게 도착했다는 영수증을 보여 달라고 했고, 그녀는 없다고 말했어.	Then you kept changing your story, lying to me and saying you had sent it. He told her, “Give me an acknowledgment paper showing that it arrived.” She said, “I do not have one.”	MADOran_Sentences.tsv:Sentno=226	ORAN_R2					
ODC-000105	A2	school_work	school and work	و قالهم لي كلاست لولا دروك تحوسوا و تجبدولها دوصيي تاعها و لا بلاصتك طير	w 9alhm ly klast lwla drwk t7wswa w tjbdwlha dwsyy ta3ha w la blastk tyr	그는 그들에게 그 여학생이 반에서 1등을 했으니 지금 그 학생의 서류를 찾아서 가져오라고 했어. 그러지 않으면 네 자리를 잃을 거야.	He told them that she had ranked first in her class and ordered them to find and bring her dossier now, or your position would be gone.	MADOran_Sentences.tsv:Sentno=241	ORAN_R2					
ODC-000106	A2	school_work	school and work	الا راك تحشم بيا طردني و صايي . خلينا من هاد الهدرة الله يحفظ . جيبلي دوسيات تع اليوم راني نخدم عندك . بونجوغ دكتور ما رانيش روطار لا ?	ila rak t7chm bya trdny w sayy . khlina mn had lhdra allh y7fz . jybly dwsyat t3 lywm rany nkhdm 3ndk . bwnjwr dktwr ma ranych rwtar la ?	내가 부끄러우면 그냥 해고해, 그걸로 끝내. 그 얘기는 그만하자. 오늘 서류들을 가져다줘. 나는 당신 밑에서 일하잖아. 안녕하세요, 선생님. 저 늦지 않았죠?	If you are embarrassed by me, fire me and that is it. Let us leave that talk aside. Bring me today's dossiers; I work for you. Good morning, doctor. I am not late, am I?	MADOran_Sentences.tsv:Sentno=1351	ORAN_R2					
ODC-000107	A1	school_work	school and work	صباح الخير استاد راه هنا ? عندك موعد معاه واه عندي . تفضلو ريحو قارعو شوية .	sba7 alkhyr astad rah hna ? 3ndk mw3d m3ah wah 3ndy . tfdlw ry7w 9ar3w chwya .	안녕하세요. 교수님 계세요? 그분과 약속이 있으세요? 네. 앉아서 잠시 기다리세요.	Good morning. Is the professor here? Do you have an appointment with him? Yes, I do. Please sit down and wait a little.	MADOran_Sentences.tsv:Sentno=818	ORAN_R2					
ODC-000108	A1	school_work	school and work	واه مكنتش هنا كنت خدام كنت في دزاير تاعش خدمة هادي ? كنت خدام . الله يعاونكم ولدي .	wah mkntch hna knt khdam knt fy dzayr ta3ch khdma hady ? knt khdam . allh y3awnkm wldy .	응, 나는 여기 없었어. 알제에서 일하고 있었어. 무슨 일이었냐고? 그냥 일하고 있었어. 하느님이 도와주시길, 얘야.	Yes, I was not here; I was working in Algiers. What job? I was working. May God help you, my son.	MADOran_Sentences.tsv:Sentno=907	ORAN_R2					
ODC-000109	A2	school_work	school and work	علبالك مادم كنت عندك تلميد بكري . ابون ? سي بورسا دايوغ لي ستدعيتك او باغسون في وحد موضوع . خير انشا الله .	3labalk madm knt 3ndk tlmyd bkry . abwn ? sy bwrsa daywgh ly std3ytk aw baghswn fy w7d mwdw3 . khyr ancha allh .	아시죠, 선생님. 예전에 제가 선생님 학생이었어요. “아, 그래?” “그래서 사실 선생님을 불렀어요. 이야기할 일이 하나 있어서요.” “좋은 일이면 좋겠네요.”	You know, ma'am, I used to be your student. “Oh really?” “That's actually why I called you; I wanted to talk to you about something.” “I hope it's good news.”	MADOran_Sentences.tsv:Sentno=819	ORAN_R2					
ODC-000110	A2	school_work	school and work	ايا لقيت ميساج تع سكريتار قالي ارواحي عندك بورس قتله ايه لابورس صاي ديتها معلي انا ديجا كان عندي مشكل في لابورس تالية مدخلتنيش	aya l9yt mysaj t3 skrytar 9aly arwa7y 3ndk bwrs 9tlh ayh labwrs say dytha m3ly ana dyja kan 3ndy mchkl fy labwrs talya mdkhltnych	그다음 비서가 보낸 메시지를 찾았어. “와, 장학금이 있어”라고 했어. 나는 “네, 이미 장학금을 받았어요. 괜찮아요. 전에 다른 장학금 문제로 들어가지 못한 적이 있었어요”라고 말했어.	Then I found a message from the secretary saying, “Come, you have a scholarship.” I said, “Yes, I already received the scholarship; no problem. I already had a problem with another scholarship that did not let me in.”	MADOran_Sentences.tsv:Sentno=218	ORAN_R2					
ODC-000111	A2	school_work	school and work	قلتلها باغي تهبليني وين راه دوصيي انا دفعته عندك ملف قد سخط تقوليلي مكانش قعدوا مشيطيني رايحة جاية مشي عارفة حتى وين راه	9ltlha baghy thblyny wyn rah dwsyy ana df3th 3ndk mlf 9d skht t9wlyly mkanch 93dwa mchytyny ray7a jaya mchy 3arfa 7ta wyn rah	나는 그녀에게 말했어. 나를 미치게 하려는 거야? 내 서류가 어디 있어? 내가 당신에게 냈는데 여기 없다고 하잖아. 그들은 나를 계속 왔다 갔다 하게 했고, 나는 서류가 어디 있는지도 몰랐어.	I told her, Are you trying to drive me crazy? Where is my dossier? I submitted it to you, and you say it is not here. They kept sending me back and forth, and I did not even know where it was.	MADOran_Sentences.tsv:Sentno=228	ORAN_R2					
ODC-000112	A2	school_work	school and work	مهم تلعنا لل غكتوغ بلافون لي يحكم فيهم قاع عميد جينا داخلين تخرجنا سكرتيرته ما راهش هنا ديري دومونض بش تشوفيه و قارعي	mhm tl3na ll ghktwgh blafwn ly y7km fyhm 9a3 3myd jyna dakhlyn tkhrjna skrtyrth ma rahch hna dyry dwmwnd bch tchwfyh w 9ar3y	그다음 우리는 모든 일을 맡은 학장실로 올라갔어. 우리가 들어가자 그의 비서가 나와서 그가 여기 없다고 말했어. 그를 만나려면 신청서를 내고 기다리라고 했어.	Then we went up to the rector's office, the dean who oversees everything. When we went in, his secretary came out and said that he was not there. She told us to submit a request to see him and wait.	MADOran_Sentences.tsv:Sentno=236	ORAN_R2					
ODC-000113	A2	school_work	school and work	ابري رحت بيرو تع سو ديركتريس لمتخصة في منح في خارج قاتلي لحقتي روطار راه فات ديلي و تنازلتي نتي	abry r7t byrw t3 sw dyrktrys lmtkhsa fy mn7 fy kharj 9atly l79ty rwtar rah fat dyly w tnazlty nty	그다음 해외 장학금을 담당하는 부원장실에 갔어. 그녀는 내가 늦게 왔고 마감일이 지났으며 내가 포기했다고 말했어.	Then I went to the office of the deputy director responsible for scholarships abroad. She told me I had arrived late, that the deadline had passed, and that I had given up.	MADOran_Sentences.tsv:Sentno=245	ORAN_R2					
ODC-000114	A2	school_work	school and work	قاتلي اه حنا خاطينا قتلها واه انا مانيش نحصل فيك اني نقولك شا صرا دروك جبتهلك باش ترسلوهلي عاونوني	9atly ah 7na khatyna 9tlha wah ana manych n7sl fyk any n9wlk cha sra drwk jbthlk bach trslwhly 3awnwny	그녀는 우리 책임이 아니라고 말했어. 나는 당신을 탓하는 게 아니라 무슨 일이 있었는지 말하는 거라고 했어. 보내 달라고 가져왔으니 도와 달라고 했어.	She told me, We are not responsible. I said, I am not accusing you; I am telling you what happened. I brought it so you could send it; help me.	MADOran_Sentences.tsv:Sentno=247	ORAN_R2					
ODC-000115	A2	school_work	school and work	قاتلي صعيبة و ديجا رسلنا دوصيات و منا و قعدو يشكلو عليا قلتلها قتولي لولا غي جيليه و دروك كي جبته خرجتولي بحاجة وخدوخرة	9atly s3yba w dyja rslna dwsyat w mna w 93dw ychklw 3lya 9ltlha 9twly lwla ghy jylyh w drwk ky jbth khrjtwly b7aja wkhdwkhra	그녀는 어렵고 이미 서류들을 보냈다며 계속 일을 복잡하게 만들었어. 나는 “처음에는 그냥 가져오라고 했는데, 이제 가져오니 또 다른 걸 요구하잖아요”라고 했어.	She told me it was difficult and that they had already sent the dossiers, and they kept making things difficult for me. I told her, “At first you told me just to bring it, but now that I brought it, you are asking for something else.”	MADOran_Sentences.tsv:Sentno=248	ORAN_R2					
ODC-000116	A2	school_work	school and work	ايا حكا مع عمي قاله كوزين تاعي كلاست ماجوغ دو برومو في جامعة تع وهران و صرالها بروبلام و ودرولها دوصيي	aya 7ka m3 3my 9alh kwzyn ta3y klast majwgh dw brwmw fy jam3a t3 whran w sralha brwblam w wdrwlha dwsyy	그가 내 삼촌에게 자기 사촌이 오랑대학교에서 반 1등을 했지만 문제가 생겨 서류를 잃어버렸다고 말했어.	Then he spoke with my uncle and told him that his cousin had ranked first in her class at the University of Oran, but a problem occurred and her dossier was lost.	MADOran_Sentences.tsv:Sentno=253	ORAN_R2					
ODC-000117	A2	school_work	school and work	مهم حمد لله لقيت فقروب تع فيسبوك بلي هادوك دوسيات لي رسلوهم مشي كاملين و الأردن عاودت رجعتهم للجزاير قاتلهم مينقبلوش حتى يكملو وثاى ءق	mhm 7md llh l9yt f9rwb t3 fysbwk bly hadwk dwsyat ly rslwhm mchy kamlyn w alardn 3awdt rj3thm lljzayr 9atlhm myn9blwch 7ta ykmlw wtha2i9	페이스북 그룹에서 그들이 보낸 서류가 완전하지 않았다는 것을 알게 됐어. 요르단 측은 서류가 완성될 때까지 받지 않겠다며 그것들을 알제리로 돌려보냈어.	I found on a Facebook group that the dossiers they sent were incomplete. Jordan sent them back to Algeria and said they would not accept them until the documents were complete.	MADOran_Sentences.tsv:Sentno=260	ORAN_R2					
ODC-000118	A2	school_work	school and work	كي شفتها فرحت قلت سبحان الله هاكا كي يعودوا يرسلو للجامعة الأردنية يرسلودوصيي تاعي معاهم باسكو تاعي كامل فيه كلشي ماغديش يرفضوه حمد الله	ky chftha fr7t 9lt sb7an allh haka ky y3wdwa yrslw lljam3a alardnya yrslwdwsyy ta3y m3ahm baskw ta3y kaml fyh klchy maghdych yrfdwh 7md allh	그걸 보고 기뻤어. 요르단대학교로 서류를 보낼 때 내 서류도 함께 보내는데, 내 서류에는 모든 것이 들어 있어서 거절하지 않을 거야. 하느님께 감사해.	When I saw it, I was happy. When they send the dossiers to the Jordanian university, they send mine with them because mine has everything, so they will not reject it, thank God.	MADOran_Sentences.tsv:Sentno=261	ORAN_R2					
ODC-000119	A2	school_work	school and work	سي الياس سمحلي علابالي مشي وقتها بصح لازم تقول للوالدة غدوة نشاء الله تجيني للمكتب في موضوع مهم سمحلي .	sy alyas sm7ly 3labaly mchy w9tha bs7 lazm t9wl llwalda ghdwa ncha2 allh tjyny llmktb fy mwdw3 mhm sm7ly .	일리아스 씨, 미안해요. 지금이 적절한 때가 아닌 건 알지만, 중요한 일이 있으니 어머니께 내일 제 사무실로 오시라고 전해 주세요. 죄송해요.	Mr Ilyas, sorry. I know it is not the right time, but please tell your mother to come to my office tomorrow, God willing, about an important matter. Sorry.	MADOran_Sentences.tsv:Sentno=782	ORAN_R2					
ODC-000120	A2	school_work	school and work	وين كنت ? نخدم على شري . نوض كاش ما تنافيقي على روحك نوض قاعد ما دير والو في حياتك .	wyn knt ? nkhdm 3la chry . nwd kach ma tnafy9y 3la rw7k nwd 9a3d ma dyr walw fy 7yatk .	어디 있었어? 먹고살려고 일하고 있었어. 일어나. 적어도 너 자신을 위해 뭔가 해 보려고 해. 일어나, 너는 인생에서 아무것도 하지 않고 있잖아.	Where were you? I was working for my living. Get up; at least try to do something for yourself. Get up, you are doing nothing with your life.	MADOran_Sentences.tsv:Sentno=847	ORAN_R2					
ODC-000121	A2	school_work	school and work	نتا ما تشوف ما والو نخدم نجي , نقابل ناس كي نديرنقطع روحي . بليش دو سا ما عندكش روجيستر دو كومارس .	nta ma tchwf ma walw nkhdm njy , n9abl nas ky ndyrn9t3 rw7y . blych dw sa ma 3ndkch rwjystr dw kwmars .	너는 아무것도 보지 못하잖아. 나는 일하러 가서 사람들을 만나고, 그러다 보면 기진맥진해. 게다가 너에게는 상업 등록증도 없어.	You cannot see anything; I work and come to meet people, and when I do I wear myself out. Also, you do not have a commercial register.	MADOran_Sentences.tsv:Sentno=1111	ORAN_R2					
ODC-000122	A2	school_work	school and work	قتلها كيفاش وينتا هادي انا متنازلتش قاتلي ما جانا حتى رد من جامعة تع وهران قتلها باسكو دفعته و ودروهلي كل خطرة يقولولي بلي رسلناه حتى لقيتاه	9tlha kyfach wynta hady ana mtnazltch 9atly ma jana 7ta rd mn jam3a t3 whran 9tlha baskw df3th w wdrwhly kl khtra y9wlwly bly rslnah 7ta l9ytah	그럴 수가 있어? 언제 그랬어? 나는 포기하지 않았어. 그녀는 오랑대학교에서 아무 답도 오지 않았다고 했어. 나는 서류를 냈고 그들이 잃어버렸다고 말했어. 그들은 보냈다고 계속 말했지만, 결국 내가 찾아냈어.	How can that be? When was this? I did not give it up. She said the University of Oran had not sent any reply. I told her I had submitted it and that they had lost it; every time they said they had sent it, until I found it.	MADOran_Sentences.tsv:Sentno=246	ORAN_R2					
ODC-000123	A1	city_transport	city and transport	أيا حكيلي حكاية هداك سيد نهار بغي تبيع لوطو .	aya 7kyly 7kaya hdak syd nhar bghy tby3 lwtw .	자, 차를 팔고 싶어 했던 남자 이야기를 들려줘.	Come on, tell me the story of the man who wanted to sell his car.	MADOran_Sentences.tsv:Sentno=2	ORAN_R2					
ODC-000124	A1	city_transport	city and transport	ختي مدينة جديدة حتى واحد ما راحلها انا رحتلها قبل رمضان بغيت نطرطق الغاشي بزاف	khty mdyna jdyda 7ta wa7d ma ra7lha ana r7tlha 9bl rmdan bghyt ntrt9 alghachy bzaf	누나, 메디나 제디다에는 아무도 가 본 적이 없었어. 나는 라마단 전에 그곳에 갔고, 사람이 너무 많아서 터질 것 같았어.	Sister, no one had been to Medina Jdida. I went there before Ramadan; there were so many people that I felt like I would burst.	MADOran_Sentences.tsv:Sentno=145	ORAN_R2					
ODC-000125	A1	city_transport	city and transport	هادي هي فيلا واه راك تشوف راك في كارتي كالم و عندك كلشي حداك . مرحبا بيك . نقدندخلو نشوفو ?	hady hya fyla wah rak tchwf rak f karti kalm w 3ndk klchy 7dak . mr7ba bik . n9dr ndkhlo nchwfo ?	여기 빌라가 있어. 봐, 너는 조용한 동네에 있고 주변에 필요한 게 다 있어. 어서 와. 들어가서 볼까?	Here is the villa. As you can see, you are in a quiet neighborhood and everything is nearby. Welcome. Shall we go in and look?	MADOran_Sentences.tsv:Sentno=780	ORAN_R2					
ODC-000126	A2	city_transport	city and transport	و كي جيت فايت و صبتك واقفة تقارعي في بيس حشمت قلت نحبس نوصلك من شوك و حشمة ضربتها بتزغريتة طويلة وعريضة و نضت نصفق و نرقص حسيتها في جنابي هه .	w ky jyt fayt w sbtk wa9fa t9ar3y f bys 7chmt 9lt n7bs nwslk mn chwk w 7chma drbtha btzghryta twila w 3ryda w ndt nsf9 w nr9s 7sitha fy jnaby h h .	내가 지나가다 네가 버스를 기다리는 것을 봤어. 놀라고 쑥스러워서 차를 세워 태워 주겠다고 했고, 긴 환호를 한 뒤 박수를 치고 춤을 췄어. 그 느낌을 내 옆구리에서 느꼈어.	When I came by and saw you waiting for a bus, I felt shocked and embarrassed. I said I would stop to give you a ride, then let out a long ululation, stood clapping and dancing, and felt it in my sides.	MADOran_Sentences.tsv:Sentno=525	ORAN_R2					
ODC-000127	A2	city_transport	city and transport	شارم تع بحر جاي وحده بعدا حنا عندنا شيرات حنا شيرات مين نروحو للبحر جنيغالمون غادي نروحو مع دارنا و والدينا و قاع	charm t3 b7r jay w7dha b3da 7na 3ndna chyrat 7na chyrat myn nrw7w llb7r jnyralmon ghady nrw7w m3a darna w walidyna w 9a3	바다는 저절로 매력이 느껴져. 우리는 여자들이라 바다에 갈 때 보통 가족과 부모님과 함께 가.	The sea has a charm of its own. We women generally go to the beach with our families and parents.	MADOran_Sentences.tsv:Sentno=542	ORAN_R2					
ODC-000128	A1	city_transport	city and transport	عبد القادر : أيا وجد روحك , غادي _ نفوت عليك	3bd al9adr : aya wjd rw7k , ghady _ nfwt 3lyk	준비해. 내가 들를게.	Get ready; I will come by.	MADOran_Sentences.tsv:Sentno=1159	ORAN_R2					
ODC-000129	A1	city_transport	city and transport	عبد القادر : راني جاي , كاش ما نجيبلك معايا	3bd al9adr : rany jay , kach ma njyblk m3aya	나 가고 있어. 뭐라도 가져다줄까?	I am coming. Shall I bring you anything?	MADOran_Sentences.tsv:Sentno=1161	ORAN_R2					
ODC-000130	A2	city_transport	city and transport	أنا كون باغي نحكي على وهران نحكي عليها بفاسون شابة خويا . وهران ترازيام مويوغ بالكون أوموند .	ana kwn baghy n7ky 3la whran n7ky 3lyha bfaswn chaba khwya . whran trazyam mwywgh balkwn awmwnd .	오랑에 대해 이야기한다면 멋지게 이야기할 거야, 형제여. 오랑은 세계에서 세 번째로 좋은 발코니야.	If I wanted to talk about Oran, I would talk about it nicely, brother. Oran is the third-best balcony in the world.	MADOran_Sentences.tsv:Sentno=1215	ORAN_R2					
ODC-000131	A1	city_transport	city and transport	قالك خطرة هواري الدوفان كان عنده حفلة في معسكر , أيا المعسكرية قعدو يقارعوله فالبور	9alk khtra hwary dwfan kan 3ndh 7fla fy m3skr , aya lm3skrya 93dw y9ar3wlh flbwr	한번은 호와리 두판이 마스카라에서 공연을 했고, 마스카라 사람들이 항구에서 그를 기다렸어.	Once, Houari Dauphin had a concert in Mascara, and the people of Mascara waited for him at the port.	MADOran_Sentences.tsv:Sentno=69	ORAN_R2					
ODC-000132	A1	city_transport	city and transport	و قالي راكي راكبة في بيس تاع عايلة هادي عايلتي رايحة للعرس	w 9aly raky rakba fy bys t3 3ayla hady 3aylty ray7a ll3rs	그가 말했어. '너는 가족이 탄 버스를 타고 있어. 이 사람들은 내 가족이고 결혼식에 가는 중이야.'	He said, 'You are riding in a family bus. This is my family, and we are going to a wedding.'	MADOran_Sentences.tsv:Sentno=524	ORAN_R2					
ODC-000133	A1	city_transport	city and transport	هديك لي ظل مدابزة مع الطاكسيات .	hdyk ly zl mdabza m3 altaksyat .	저 사람은 늘 택시 기사들과 다퉈.	That one is always arguing with taxis.	MADOran_Sentences.tsv:Sentno=1283	ORAN_R2					
ODC-000134	A1	city_transport	city and transport	حطني عند دار الضو . زيد قولي ما تعرفش دار ضو نتا بروحك باين بلي ماشي ولد بلاد .	7tny 3nd dar aldw . zyd 9wly ma t3rfch dar dw nta brw7k bayn bly machy wld blad .	다르 에드다우에서 내려 줘. 그런데 다르 에드다우를 모른다고 하니, 너는 분명 이곳 사람이 아니야.	Drop me at Dar ed-Daw. Then tell me you do not know Dar ed-Daw; you are clearly not from here.	MADOran_Sentences.tsv:Sentno=1287	ORAN_R2					
ODC-000135	A1	city_transport	city and transport	نتي شا راه مدخلك راه مفتح عليك نعطيك لادريس تع دار روحي شقيله و صايي .	nty cha rah mdkhlk rah mft7 3lyk n3tyk ladrys t3 dar rw7y ch9ylh w sayy .	그게 너와 무슨 상관이야? 문은 열려 있어. 내가 집 주소를 줄 테니 가서 문을 두드리면 돼.	What is it to you? The door is open for you. I will give you the address of the house; go knock on it and that is all.	MADOran_Sentences.tsv:Sentno=1349	ORAN_R2					
ODC-000136	A2	city_transport	city and transport	بوحد نهار بويكاند جمعة كان حمان بزاف حرقة ديسيدينا نروحو للبحر و نوفتو قاع نهار و نبحروا ايا وجدنا كسكروطات توعنا فريت اومليت و جي و ماء بارد و طيبنا لتاي و قاطو و فطيرة و قاليتات و قضبنا طريق .	bwa7d nhar wikyand jm3a kan 7man bzaf 7r9a disidna nrw7w llb7r w nwftw 9a3 nhar w nb7rw aya wjdna kskrwtat twa3na fryt awmlyt w jy w ma bard w tybna ltay w 9atw w ftyra w 9alyat w 9dbna tri9 .	어느 주말 금요일, 날씨가 아주 더워서 우리는 바다에 가서 하루 종일 수영하기로 했어. 샌드위치와 프리트 오믈렛, 주스와 차가운 물을 준비하고, 차와 케이크, 파이와 갈레트를 챙겨 길을 나섰어.	One hot Friday weekend, we decided to go to the beach and spend the whole day swimming. We prepared sandwiches, fries with omelet, juice and cold water, made tea, cake, pie, and galettes, and set off on the road.	MADOran_Sentences.tsv:Sentno=400	ORAN_R2					
ODC-000137	A2	city_transport	city and transport	رسلوه بعد عناء طويل ايا من بعد وصل ألجي قلعنا حنا تاني لأجي كي وصلنا تاني بروبلام وخداخر دخلت عند واحد لي يشد دوصيات تع لابورس	rslwh b3d 3na2 twyl aya mn b3d wsl aljy 9l3na 7na tany lajy ky wslna tany brwblam wkhdakhr dkhlt 3nd wa7d ly ychd dwsyat t3 labwrs	오랜 노력 끝에 그들은 그것을 보냈고 알제로 도착했어. 우리도 알제로 떠났는데, 도착하니 또 다른 문제가 있어서 장학금 서류를 담당하는 사람에게 갔어.	After a long effort they sent it, and it reached Algiers. We also left for Algiers; when we arrived there was another problem, so I went to the person who handles scholarship dossiers.	MADOran_Sentences.tsv:Sentno=244	ORAN_R2					
ODC-000138	A2	city_transport	city and transport	راه ملخميس قاعد و راه يفوت وقت قاتلي غي متتقلقيش نتي رايحة رايحة خرجتي فمنيستار مكانش لي يقلعهالك	rah mlkhmys 9a3d w rah yfwt w9t 9atly ghy mtt9l9ych nty ray7a ray7a khrjty fmnystar mkanch ly y9l3halk	목요일부터 그대로 있고 시간이 지나고 있어. 그는 걱정하지 말라고 했어. 너는 떠날 거고, 그 일을 부처를 통해 받았으니 아무도 그것을 빼앗을 수 없어.	It has been sitting since Thursday and time is passing. He told me not to worry: you are leaving, and you got it through the ministry, so no one can take it away from you.	MADOran_Sentences.tsv:Sentno=256	ORAN_R2					
ODC-000139	A2	city_transport	city and transport	انا تاني كنت كيفك و مدولي لابورس لفرنسا عشيت في مصر مي مهم رحت تسما نشاء الله بربي تروحي	ana tany knt kyfk w mdwly labwrs lfrnsa 3chyt fy msr my mhm r7t tsma ncha2 allh brby trw7y	나도 너와 같았어. 그들이 나에게 프랑스 장학금을 줬고, 나는 이집트에서 저녁을 보냈지만 결국 갔어. 하느님 뜻대로 너도 가게 될 거야.	I was like you; they gave me a scholarship to France. I spent the evening in Egypt, but in the end I went. God willing, you will go too.	MADOran_Sentences.tsv:Sentno=257	ORAN_R2					
ODC-000140	A2	city_transport	city and transport	وهران مدينة جزاى ءرية كيما تصور فوهران قادر تصور في بجاية في شلف كيما قادر تصور في قسنطينة بلعباس	whran mdyna jaza2irya kyma tswr fwhran 9adr tswr fy bjaya fy chlf kyma 9adr tswr fy 9sntyna bl3bas	오랑은 알제리 도시야. 오랑에서 촬영할 수 있는 것처럼 베자이아, 슐레프, 콘스탄틴, 시디 벨 아베스에서도 촬영할 수 있어.	Oran is an Algerian city. Just as you can film in Oran, you can film in Bejaia, Chlef, Constantine, or Sidi Bel Abbes.	MADOran_Sentences.tsv:Sentno=280	ORAN_R2					
ODC-000141	A2	city_transport	city and transport	كانوا يدوروا بليجيب و لواطا كبار و كانو يروحوا لي كارتيي تع العرب يدوروا فيهم , يروحوا الحمري , مدينة الجديدة , يروحوا للدرب , سيدي هواري قلب وهران علابالك هادوا لي كارتيي , جينرالمون طرقان تاعهم ضيقين .	kanw ydwrw bljyb w lwata kbar w kanw yrw7w lkartiy t3 l3rb ydwrw fyhm , yrw7w l7mry , mdyna ljdida , yrw7w ldrb , sidi hwary 9lb whran 3labalk hado lkartiy , jnyralmon tr9an t3hm dy9yn .	그들은 지프와 큰 차를 타고 다니며 오랑의 아랍인 동네들을 돌아다녔어. 함리, 메디나 제디다, 데르브, 오랑의 중심인 시디 엘후아리에도 갔지. 그 동네들의 길은 대체로 좁아.	They drove around in Jeeps and large cars, visiting Oran's Arab neighborhoods: Hamri, Medina Jdida, Derb, and Sidi El Houari, the heart of Oran. The roads in those neighborhoods are generally narrow.	MADOran_Sentences.tsv:Sentno=1197	ORAN_R2					
ODC-000142	A2	city_transport	city and transport	راهي مور ستاسيون تع كيران تع بتي لاك . و هادي ايستواغ كبيرة تع ليزامريكان مين دخلو لوهران كاش نهار نحكيها لكم .	rahy mwr stasywn t3 kyran t3 bty lak . w hady aystwagh kbyra t3 lyzamrykan myn dkhlw lwhran kach nhar n7kyha lkm .	그곳은 프티 라크 버스 정류장 뒤에 있어. 미국인들이 오랑에 들어왔을 때의 큰 이야기인데, 언젠가 이야기해 줄게.	It is behind the Petit Lac bus station. This is a big story about the Americans entering Oran; I will tell you about it one day.	MADOran_Sentences.tsv:Sentno=1179	ORAN_R2					
ODC-000143	A2	city_transport	city and transport	30 كاتريام بريزيدون تع ليزيتازيني , ايزان هاور , ولده دخل لوهران , دخلها عوم على مداغ و كاش نهار نقولكم علاه دخلها عوم .	30 katryam bryzydwn t3 lyzytazyny , ayzan hawr , wldh dkhl lwhran , dkhlha 3wm 3la mdagh w kach nhar n9wlkm 3lah dkhlha 3wm .	미국의 34대 대통령 아이젠하워의 아들이 오랑에 들어왔어. 그는 마다그에서 헤엄쳐 들어왔고, 왜 그렇게 들어왔는지는 언젠가 말해 줄게.	The son of Eisenhower, the thirty-fourth president of the United States, entered Oran. He entered by swimming from Madagh, and one day I will tell you why he entered that way.	MADOran_Sentences.tsv:Sentno=1184	ORAN_R2					
ODC-000144	A2	city_transport	city and transport	واحد مين يكون عنده كارو . يجرها حمار . هداك مول الكارو مين يبغي باش حمار تاعه يتمشي يقوله أريي مان .	wa7d myn ykwn 3ndh karw . yjrha 7mar . hdak mwl alkarw myn ybghy bach 7mar ta3h ytmchy y9wlh aryy man .	누군가 수레를 가지고 있으면 당나귀가 끌어. 수레 주인이 당나귀를 걷게 하려고 아리 만이라고 말해.	When someone has a cart, a donkey pulls it. When the cart owner wants the donkey to walk, he says, Arri man.	MADOran_Sentences.tsv:Sentno=1195	ORAN_R2					
ODC-000145	A2	city_transport	city and transport	وهران باغمي بورميير فيل اللي عرفوا شوالا أرشيتاكتير عتمانية . و هي بورميير فيل الي كانت فيها وزين باستوس المعروف . وهران حية كبيرة ز كي تبغي تحكي , احكي فري .	whran baghmy brmyr fyl ly 3rfwha chwala arshytiktwr 3tmany . w hya brmyr fyl ly kant fyha wzyn bastws lm3rwf . whran 7ya kbyra z ky tbghy t7ky , 7ky fry .	오랑은 오스만 건축으로 알려진 최초의 도시들 가운데 하나야. 유명한 바스토스 공장이 있던 최초의 도시이기도 해. 오랑은 크고 활기찬 도시니까, 이야기하고 싶다면 자유롭게 말해.	Oran is among the first cities known for Ottoman architecture. It was also the first city to have the famous Bastos factory. Oran is a big, lively city, so if you want to talk about it, speak freely.	MADOran_Sentences.tsv:Sentno=1217	ORAN_R2					
ODC-000146	A2	city_transport	city and transport	في عوام تع 40 مين كانوا هنا ليزاميركان كي دخلوا لوهران كانوا يخرجوا ما يقعدوش غير في البركي الحي تع وهران اللي هو باركينق عند وين كانوا حاطين ماتيريال تاعهم .	fy 3wam t3 40 myn kanw hnaya lyzamyrkan ky dkhlo lwhran kanw ykhrjw ma y9a3dwch ghy f lbrky l7y t3 whran lli hw parkyn9 3nd wyn kanw 7atyn matryal t3hm .	1940년대, 미국인들이 오랑에 들어왔을 때 그들은 오랑의 동네인 파르키에만 머물지 않고 밖으로 나가곤 했어. 그곳은 그들이 장비를 두었던 주차장이었어.	In the 1940s, when the Americans entered Oran, they would go out instead of staying only in Parki, an Oran neighborhood and parking area where they had placed their equipment.	MADOran_Sentences.tsv:Sentno=1196	ORAN_R2					
