Token,Frequency
النوير,1
براوني,1
كرام,1
مم,1
ليجوا,1
شزكولا,1
عجباتك,1
جاغيف,1
ديتو,1
قبله,1
يسبق,1
كونو,1
كيفي,1
مديروش,1
نوصي,1
اكثرحاجة,1
الاهتمام,1
حسبتينس,1
تقابريلي,1
متحشميش,1
بعديني,1
اونميتون,1
فليكسيلي,1
نيميروا,1
نحوسلك,1
فروحها,1
تعوج,1
كوكتيل,1
دورغونج,1
جيو,1
ليجيو,1
بواسون,1
كاليبسو,1
صالا,1
قنوتا,1
فقاع,1
تصورتنا,1
فوتوغراف,1
اسبورتيف,1
بألتار,1
تضربلنا,1
صال,1
نأكوراجوك,1
خسروها,1
ليسبورتيف,1
نحي,1
فدا,1
خطيني,1
منمرقلكش,1
يخلط,1
تفكرت,1
انستاغرام,1
تستاهلي,1
لواحد,1
بانشوكولا,1
باتيسري,1
لبومب,1
نديرك,1
خاطري,1
مدامته,1
يقلي,1
قوضيان,1
طلعت,1
عونت,1
التار,1
الأميرة,1
عريان,1
طارزن,1
نتفرجوه,1
نحايسي,1
حدايدي,1
عرضي,1
ترفدها,1
كيكونغ,1
لاول,1
تمنت,1
شافته,1
بكات,1
مدايهاش,1
يتهلا,1
خليت,1
والدينا,1
جنيغالمون,1
جبيد,1
لافيتس,1
يتبلاوكم,1
ميسكل,1
أليكي,1
كيداير,1
شيرا,1
بلميغاماس,1
بروتيني,1
مسوفجين,1
كبرنا,1
سلمة,1
خاصها,1
نايمة,1
غامض,1
نقصر,1
متزعفيش,1
سهيلة,1
يقسم,1
شعر,1
كاترينا,1
ديريلهم,1
داخلا,1
زادم,1
لوي,1
فولارا,1
نلبسو,1
مايو,1
ممعانش,1
قشك,1
ميكرهش,1
خلوني,1
تلفتوهالي,1
عومة,1
بوج,1
بارا,1
دايرك,1
بولا,1
فدلاع,1
ليفريزون,1
مشينا,1
فريجيدان,1
ميعقلش,1
ببيريك,1
اييا,1
ميحلبش,1
نتشاوفوا,1
تلعبيها,1
تبانيكي,1
تريكو,1
يصفر,1
يقعد,1
كيمنهاك,1
موجة,1
متناجور,1
تعلمني,1
عله,1
اوي,1
ملكرع,1
يقرسك,1
يخرجلك,1
قرش,1
جفافة,1
فلفروطوار,1
سندريون,1
شانها,1
حالتنا,1
شافتنا,1
وخناين,1
دموع,1
خترتي,1
مجبتش,1
متسمعلهش,1
هداصاحبك,1
منسيتكش,1
بجوع,1
معا,1
نتقلق,1
كتبيه,1
ليزيزتوار,1
متقارعيش,1
يلقوه,1
اتعنا,1
شاشر,1
قلعيها,1
صباطك,1
يلقو,1
شاشراتاعنا,1
بلادك,1
صباط,1
امير,1
يخطبك,1
ليتاب,1
ملحقناش,1
أعداء,1
قنوات,1
نصيدوه,1
نرهجوه,1
مخصناش,1
شريه,1
ليكوردوني,1
كتبي,1
ميسالك,1
ارتيست,1
تلقيه,1
فساك,1
كومبونسي,1
تالون,1
ندوروهالكم,1
نقايسو,1
نهدرلكم,1
منكم,1
ارجيرين,1
نديلكم,1
انايا,1
شاراها,1
بديتو,1
روحم,1
حنين,1
نعيطلك,1
نتلاقوا,1
بصحة,1
تصومو,1
للنجاح,1
ميسوقش,1
فاشل,1
نبريزونتي,1
متفهمونيش,1
يلاد,1
لاولا,1
نقولهم,1
فكلمة,1
زلجت,1
مروحتش,1
عامين,1
اوفا,1
روبن,1
لقراية,1
يزرطي,1
ماجد,1
كابتن,1
غريبة,1
غنية,1
لوال,1
بارتي,1
عربيا,1
تنتعد,1
متبغيش,1
بابيلون,1
امين,1
ايكيب,1
خساني,1
لعريبي,1
نقصرو,1
طراويح,1
بنالهم,1
علاع,1
نبغيكم,1
راى عين,1
كوكبة,1
الجميع,1
سييت,1
اونفيت,1
اسكو,1
تالت,1
بلمرقة,1
طويلا,1
ليستا,1
غرضي,1
جرحتي,1
ابار,1
غضبتك,1
نسمعو,1
منوهران,1
غليضة,1
يزاف,1
تبانلي,1
تشارك,1
رابع,1
يزوجوني,1
ندوقها,1
نطيبه,1
بمطارق,1
دفق,1
بلسدارم,1
صحابي,1
نكونوا,1
امنت,1
انتاج,1
توب,1
جماعتكم,1
رسلتولي,1
نسي,1
بلبزاف,1
نفهمكوم,1
سييتها,1
اونفات,1
تزغرتي,1
لسييت,1
لخطارش,1
فعالم,1
صاهلة,1
اونفت,1
درتيه,1
خامس,1
مجهد,1
11.30,1
سواغي,1
فعرس,1
نسيي,1
غديش,1
متسيوش,1
بفضل,1
فولاد,1
يهاجموا,1
صفحات,1
نفسهم,1
135,1
يسبوني,1
ليباج,1
منفوتش,1
تنتقدنا,1
تخاديسيون,1
متعرفوش,1
حالا,1
اميقرية,1
احم,1
سفيليسي,1
لباسات,1
منعرفهومش,1
سيحان,1
رقدت,1
صليت,1
12.30,1
لحقت,1
بتيخ,1
يبيعوا,1
بهادوك,1
باسم,1
هما,1
اليز,1
حاية,1
سواري,1
تروبريزونتينا,1
شاية,1
سمق,1
دهب,1
تبريسونتي,1
فلكورتاج,1
سيستام,1
فلعرس,1
لتسعة,1
سبعة,1
لعروس,1
لافان,1
تقرب,1
برسونتبل,1
ديدجي,1
رقيص,1
هدرتوا,1
بشر,1
عظيم,1
منخدمش,1
متقدتش,1
نزيه,1
ميقدرش,1
تصرفات,1
اوفندوكونت,1
يغمو,1
نتفرج,1
تحبس,1
لينا,1
لافونيغ,1
فمستقبل,1
نخمو,1
نعد,1
ناقصة,1
قريتاه,1
نفيلمي,1
الوغ,1
تتمشي,1
شعبي,1
ميدخولكش,1
سامبل,1
عيانة,1
عطشانة,1
لدوارهم,1
وقاله,1
رفدها,1
يكثر,1
يكمونصوا,1
12,1
11,1
لوحدين,1
كاستيون,1
فتليفيزيون,1
نتفرجوا,1
مدمرين,1
بور,1
نعيشوها,1
نبروفيتو,1
فكل,1
كومام,1
جانقل,1
زنق,1
نديروهم,1
موجودة,1
مدابيك,1
قظبت,1
دالي,1
وخلي,1
ردوا,1
بيبليك,1
نتمنى,1
بلاصدارم,1
مجتمع,1
صادق,1
بلفيتر,1
غوز,1
جلاليب,1
مود,1
لابستلك,1
صحيحة,1
باغيتها,1
دبزا,1
نبغو,1
يدافعو,1
يتعافرو,1
يدابزوا,1
يبغوا,1
بزور,1
بليناغ,1
معروفين,1
نفهمكم,1
ومعلبلكش,1
سفيليزي,1
لابسا,1
ضاعت,1
نهارك,1
طحتي,1
جايا,1
شادتها,1
عاقدة,1
تزادم,1
رافدتلك,1
دايرتها,1
عاقدتها,1
عصابة,1
دايرتلك,1
صفرا,1
بلعباس,1
قسنطينة,1
شلف,1
بجاية,1
جزاى ءرية,1
طرق,1
بكل,1
ت,1
متديهاش,1
وعما,1
ماكيش,1
تشوفك,1
معلبلهش,1
عينها,1
ك,1
بحياة,1
يدابزو,1
يضربو,1
اقريسيف,1
معجبتكش,1
بنتلك,1
كيمانهاك,1
دراعها,1
تحطلك,1
تشدلك,1
جبل,1
بفيلتر,1
هدرناش,1
تعب,1
مستوى,1
فهدا,1
مناش,1
قولولي,1
بالعربية,1
نكتر,1
جاسبيغ,1
فولا,1
فايس,1
تويتر,1
انتسغرام,1
رسلهالي,1
فيوتيب,1
كومنتار,1
تاق,1
لنتيا,1
نسمة,1
ولاية,1
مدينتي,1
تورناج,1
كارونتميل,1
يتعشى,1
ماعندهش,1
يامت,1
فكوليج,1
سقسي,1
بانو,1
فالقصبة,1
حركى,1
سطارة,1
نعيمة,1
لعقلك,1
رديت,1
بزار,1
فكمونتار,1
مخروج,1
روتور,1
ليستوار,1
حداد,1
بهجة,1
ديتي,1
فريحة,1
تفركت,1
معروفة,1
نتفركتوا,1
باغينا,1
فشارع,1
بلونش,1
لانوي,1
فنهارو,1
نصوروا,1
تاريخها,1
يهديكم,1
ليكم,1
غفلة,1
قريناكم,1
حلبناكم,1
كابيطال,1
تحلى,1
خارجين,1
شواكركم,1
يخلا,1
يخرب,1
خاطيكم,1
مستقلة,1
بوديوم,1
ديفولي,1
مولدية,1
يزها,1
شومبيونا,1
بغينا,1
خطونا,1
قطعنا,1
بالبولا,1
علاقة,1
مزطولة,1
إدارة,1
سطور,1
نكتب,1
ففيارتي,1
نغير,1
فالبال,1
زوعاما,1
ليكونتونار,1
غيان,1
بعت,1
يسير,1
دايرا,1
القدرة,1
مخصها,1
متهلي,1
لخلاص,1
خدعنا,1
نرودوها,1
مسيرة,1
قياس,1
لحديت,1
واقفين,1
نبغوها,1
مواقع,1
كثروا,1
مبليه,1
للجدود,1
دعوتي,1
القلب,1
مبلية,1
لجدود,1
بعتها,1
خبزة,1
عطيني,1
للجامع,1
لراح,1
ديوانا,1
غبنوه,1
فلبور,1
هاهاآ,1
الكمين,1
الكافيا,1
يا اها,1
آهاي,1
هاهاي,1
هالآخر,1
مجاتش,1
نشفق,1
6000,1
ميعرفهش,1
كرطون,1
ميعرفه,1
يعرفوه,1
يعرفهش,1
أغا,1
يايايايا,1
البوبيه,1
الجيبه,1
البوبيا,1
الجيبا,1
بنيا,1
الالكترونية,1
لصحافة,1
اغا,1
مثلا,1
نقاد,1
يلعبوها,1
غيرة,1
نعرفوهم,1
صحابنا,1
فاشلين,1
يتهنا,1
يرتاح,1
ليجان,1
قصدها,1
لزارها,1
قمنة,1
رموزها,1
وردة,1
الباهية,1
دورة,1
لييل,1
آهه,1
تزوجت,1
شالا,1
لييليلي,1
هيهيهيهي,1
جابو,1
لحرار,1
شهادى,1
سليمان,1
نياطي,1
اخوان,1
رايتنا,1
رفدو,1
مننسوش,1
عدوان,1
قهر,1
مهيدي,1
زبانة,1
شهيد,1
لقديمة,1
تمتع,1
مكاينش,1
اسمية,1
قاى مة,1
ممضي,1
سكان,1
تربى,1
ونسنا,1
كلامهم,1
شيوخ,1
ريان,1
فالجنة,1
مثواهم,1
برهان,1
خلوها,1
بصمة,1
حريتنا,1
كتبوها,1
قصاى ءد,1
خلى,1
حمادة,1
باوزان,1
قلال,1
نغمتنا,1
ولهان,1
مراهمش,1
بنسبة,1
كيدايرين,1
يعرفكم,1
أروزمون,1
معلومات,1
حطيتو,1
فاهمني,1
للعرسان,1
للفال,1
زهوة,1
يديرلهم,1
لفراح,1
قرقابة,1
فرقة,1
الحان,1
طرب,1
شعلو,1
زرنة,1
بطبل,1
بارود,1
صابر,1
شيوختنا,1
وهبي,1
وعدتنا,1
حفيان,1
شيدو,1
زرنا,1
فمقامو,1
فحسبان,1
زيدهم,1
يحفظنا,1
صلاح,1
لوان,1
موسيقة,1
تمتعنا,1
شبان,1
شابات,1
مشياخ,1
يجمعنا,1
يعقبنا,1
حواس,1
احسان,1
ببر,1
بضيف,1
نكرمو,1
يسعد,1
ضيفناه,1
اوطان,1
رحبنا,1
لزوار,1
قبة,1
عجبنا,1
مولاي,1
تزيان,1
بزرقة,1
دينار,1
نخوان,1
عزمت,1
دورتنا,1
راحة,1
يخلينا,1
رقدة,1
فتحي,1
قروابي,1
مشيخة,1
قصدنا,1
عادتنا,1
جدود,1
الكرمة,1
سلطان,1
زاير,1
يلقينا,1
سمعونا,1
يعطيهم,1
محاين,1
فاجينا,1
روبورتاج,1
بحلاوة,1
لمتنا,1
موراه,1
مناضلين,1
خاطي,1
تياتر,1
سبكتاكل,1
عرضوني,1
يتجمعوا,1
ديرهوملي,1
تتبهلل,1
ماريي,1
مخصكش,1
خطير,1
رباعي,1
نصفقو,1
تعونوني,1
لبوليس,1
دافعله,1
مجرمين,1
ندعيلك,1
فدنيا,1
متجوش,1
مليوم,1
تحكمو,1
بلواحد,1
فبلاسدارم,1
تجمعات,1
مأمن,1
صغيرحكماته,1
رضوان,1
فمرجاجو,1
صواري,1
نصرف,1
تعمر,1
عوني,1
حسنو,1
ننضر,1
مشتوهاش,1
نسكر,1
تسهر,1
جيلي,1
بقصيدة,1
يغني,1
سيربريزتع,1
جايبيناهلكم,1
شونتور,1
بغل,1
تبع,1
لابروشان,1
لادياغي,1
فاميل,1
دروص,1
دينارو,1
ساميل,1
سقساته,1
دونتيست,1
هدوك,1
تواليت,1
متجبدش,1
لتواليت,1
نشرفوكم,1
بدلاعمهم,1
مقلي,1
سلوكا,1
عدس,1
بزلوف,1
بشوارب,1
شوربوة,1
لتبعبيز,1
بحبز,1
نحتافلو,1
ليسونسايل,1
كريمو,1
اعرق,1
فمطعم,1
طلحة,1
ووهران,1
خيرية,1
دايرته,1
رحمة,1
مطعم,1
حلقة,1
انها,1
عرفتو,1
ايميليو,1
لمين,1
شومبوا,1
تزيرت,1
زايد,1
يبث,1
مايليقش,1
هدروا,1
هدرتو,1
ضربتلهم,1
لتليفون,1
يادرا,1
ساعتين,1
شراه,1
يفهمناعقلية,1
تاماجينيه,1
موتي,1
ليزوم,1
ليزاشا,1
واجدين,1
مورايا,1
عبى,1
تروحو,1
معندم,1
تقعدو,1
نوضوا,1
سجلها,1
فوتو,1
تحتها,1
للاشتي,1
امجينكم,1
قايلكم,1
نوصفكم,1
حلبتوها,1
متبرى ءين,1
رسلولي,1
تلفزيون,1
للمساكين,1
نوجدو,1
نتأمنش,1
زاليمون,1
جابولنا,1
جابلنا,1
دونتور,1
مشاء,1
جابهلنا,1
وجدهلنا,1
قطعه,1
دبحه,1
شرالنا,1
لمرشي,1
رايحيين,1
فلوكال,1
سبتومبر,1
لبزوز,1
دخلة,1
يعاونوهم,1
ميعيدوش,1
يشرو,1
صاى ءم,1
إفطار,1
بدم,1
يتبروعو,1
مرضى,1
زيارة,1
إنسانية,1
نشاطات,1
متخصة,1
فقارى,1
عاطي,1
ميقلهالك,1
يكتبهالك,1
شوطنوها,1
يتزوجوا,1
للشبيبة,1
ديار,1
فولاية,1
هاديكيديروها,1
بلانار,1
طوابل,1
يستفو,1
لاكزورون,1
نطييو,1
اجرها,1
نشاطها,1
تشوفه,1
منازل,1
منولش,1
دربت,1
نتهلو,1
رودي,1
يقولولها,1
مضمون,1
لقالو,1
تكلموا,1
متتبعين,1
وصلوني,1
يكمله,1
طاطي,1
ليكي,1
جبال,1
وثاى ءق,1
باز,1
منكدبش,1
عرسي,1
مابقيلي,1
مناس,1
يكروه,1
فدورة,1
ستيديو,1
اوغ,1
تبعد,1
موان,1
ليقلها,1
ديسمبر,1
متلحقش,1
متنجمش,1
تتمتع,1
تتميزر,1
تغبن,1
نربح,1
متقولش,1
متزوجش,1
كونطرا,1
سنييت,1
عيطولي,1
قرعت,1
ترسل,1
يرفضوه,1
يرسلودوصيي,1
الأردنية,1
يرسلو,1
يعودوا,1
13,1
وخوخرة,1
تكريها,1
تحرق,1
يكريها,1
ينجم,1
سانسو,1
800,1
ميليون,1
بونس,1
مرامار,1
باصة,1
ميقضبلكش,1
سانسون,1
كات,1
بزواج,1
تتلعب,1
شقها,1
معجبهاش,1
ترسلو,1
حسبوا,1
وهوما,1
يسجل,1
تنقامله,1
يسقمها,1
يسقدها,1
مهدمة,1
مسقدة,1
متكونش,1
كلية,1
ىمنجمش,1
ضالضوصول,1
ايلفو,1
تامني,1
تلقيتها,1
بقرة,1
تنقام,1
رديها,1
يديهالك,1
حرزي,1
مينقبلوش,1
قاتلهم,1
للجزاير,1
رجعتهم,1
الأردن,1
كاملين,1
رسلوهم,1
فيسبوك,1
قاضب,1
مرييليق,1
ماتنو,1
جيسك,1
صوليصيون,1
ديرلنا,1
نطلبو,1
تعيشي,1
تخلصي,1
معاونين,1
شطيبو,1
فوضوي,1
اغلبية,1
رليحة,1
يسكنك,1
تقبلي,1
ستابل,1
سكنته,1
ميخممش,1
تعيشك,1
مدتاهش,1
لسو,1
س,1
لسكرتير,1
بربي,1
مصر,1
عشيت,1
يقلعهالك,1
فمنيستار,1
فشمس,1
دايره,1
طرف,1
تنوي,1
باغيقزوبل,1
ميخلوكش,1
متزوجتش,1
إجابات,1
ميتزوجوش,1
خلاتهم,1
أسباب,1
نسقسو,1
بر,1
جيديد,1
يتقدم,1
مقبل,1
بالنسبة,1
مدخول,1
بنجم,1
متعيشكش,1
متشريهالكش,1
تشريها,1
بمليون,1
صليغ,1
منعرف,1
اعلم,1
مريبيري,1
مكتبش,1
تناسبني,1
نضمنو,1
معندناش,1
مارهاش,1
لولانية,1
بلادنا,1
اوبلي,1
حكينالها,1
استقبلتنا,1
حجار,1
العالي,1
حقوق,1
فايتينا,1
لوروب,1
مكانشكيما,1
ناقصين,1
موايا,1
فبلاد,1
مخلاتنيش,1
مروحناش,1
دومان,1
مسيناش,1
يالعكس,1
بركاني,1
رديته,1
تروته,1
شايف,1
فانتويت,1
ترونت,1
قبلي,1
مغندف,1
قلتها,1
هدرتنا,1
تهدروا,1
علا,1
ارجيغيا,1
سقسا,1
ملخميس,1
قلنالها,1
بولبة,1
وخدوخرين,1
خلفوه,1
ملبلاد,1
هجر,1
يمص,1
منخدمهش,1
بربو,1
ساردين,1
مراكيش,1
فريتابل,1
لغالها,1
مسمونيش,1
منزرقلهاش,1
بسينة,1
بل,1
كوزين,1
حكا,1
تطفر,1
ميرسلوهش,1
راكليطة,1
نخرطك,1
غاديكينا,1
فالفريجيدار,1
معقودة,1
شرمولا,1
لكاين,1
شادرت,1
بينتهم,1
مابغيتش,1
شافهم,1
سكسوا,1
فرحني,1
قلعله,1
تغاشيت,1
سنسلة,1
ارلوند,1
تكرطني,1
تعليم,1
يشوفها,1
يوصللها,1
فكابين,1
مستشارة,1
صيناتور,1
لصاحبه,1
حكيناله,1
برومو,1
ماجوغ,1
ارنوبة,1
دوره,1
اضربه,1
روليه,1
انفضه,1
هشه,1
نبينلك,1
دونجي,1
متحشمنيش,1
ياكلها,1
يرحملك,1
نغلبك,1
بندره,1
كوتبي,1
بونية,1
وياحي,1
هاليك,1
تتقتع,1
هليك,1
عسلوش,1
دوخني,1
تخلعني,1
لروطار,1
يزيدو,1
فبرلمان,1
يرسلوهلي,1
تشاورت,1
رفعت,1
مضمرين,1
وتقيس,1
تنتحر,1
شافه,1
يديرولي,1
تلقني,1
والديك,1
بدماغ,1
خبطه,1
ريدو,1
قبش,1
دات,1
بنوش,1
خوتاتها,1
سكنا,1
أيوا,1
تفرا,1
مغاديش,1
يزراقو,1
اليك,1
ميسلكش,1
مطبتش,1
درتني,1
تشقفه,1
تشقفت,1
بنك,1
قعاد,1
ينتاحر,1
فويت,1
يدوله,1
يكتبله,1
يعيا,1
غاضتني,1
قارونتي,1
نرسلو,1
فسبايب,1
شح,1
ميقاتش,1
قاعدها,1
طيحتني,1
واي,1
تاكلينا,1
ماجياش,1
قرسة,1
نقبضك,1
لراس,1
براد,1
قزة,1
سلاكة,1
سلالكة,1
ردحيه,1
زيده,1
جبته,1
جيليه,1
يشكلو,1
صعيبة,1
ماعندك,1
لالا,1
متلقتيهش,1
علامن,1
مسود,1
منهدرو,1
خاصهاما,1
ستيكاج,1
مقابلتلي,1
المنوض,1
متفراش,1
فمول,1
نرفدهم,1
بمعاني,1
تعلمتي,1
بلعيه,1
حمايا,1
نديري,1
تتفاعلي,1
يرسلوا,1
يعيوا,1
رسلو,1
مقبلوش,1
رسلوا,1
ميقبلوش,1
تخافي,1
بحاجة,1
خرجتولي,1
قضي,1
نهدرمعاها,1
خافي,1
رجل,1
كشفتوني,1
بهدلتوني,1
فزقا,1
لزقا,1
تحشمو,1
حماك,1
مصيبة,1
نمس,1
دخلتي,1
مكنتيش,1
معندي,1
رافيا,1
لمتخصة,1
نليكيده,1
نحاول,1
يريحله,1
تون,1
يعسله,1
بخير,1
ميفهمش,1
فسكنة,1
ضيق,1
صارحيني,1
شتاولا,1
بينها,1
بينك,1
فيرحبا,1
شتها,1
بلاهيم,1
شراك,1
دبيك,1
تريحي,1
بزوجة,1
عاونوني,1
ترسلوهلي,1
جبتهلك,1
نحصل,1
لقيتاه,1
يقولولي,1
رد,1
متنازلتش,1
تنازلتي,1
لحقتي,1
منح,1
وصاهم,1
فامر,1
تجبد,1
تلاقينا,1
صدفة,1
عالمين,1
جبهلي,1
فطريق,1
نتلاقى,1
مهود,1
فضلك,1
مقدمتلكش,1
جيستمون,1
نحكو,1
باسا,1
متشكرش,1
ميسمحليش,1
ستاديغ,1
تحكيله,1
نطلعو,1
وأبو,1
معييت,1
مردف,1
مهودين,1
بيرو,1
يشد,1
لأجي,1
قلعنا,1
عناء,1
يتريتوه,1
يوصل,1
تدوه,1
بالصيغة,1
بالتبسيمة,1
بالزين,1
ماتدري,1
بالواقف,1
تشربش,1
متوكلش,1
متكسلش,1
متشربش,1
تتعراش,1
تبدا,1
غبنته,1
يحفظكم,1
نكملوها,1
وينت,1
شفتك,1
يعود,1
أولاده,1
قعاده,1
السوق,1
بالرخس,1
الكرش,1
طيعو,1
لعرش,1
البرنوس,1
صوف,1
البشنة,1
دقيق,1
مايجي,1
بالقناعة,1
بالمال,1
بالسياسة,1
يقوم,1
شاته,1
يدبح,1
اللمة,1
الوالدين,1
الهمة,1
النيف,1
البنة,1
طاحو,1
فضايحك,1
شين,1
تدوق,1
برقوق,1
سكاته,1
الصواب,1
موش,1
نديه,1
طير,1
بلاصتك,1
تجبدولها,1
تحوسوا,1
عطوها,1
ضوسيي,1
زواجها,1
دوارة,1
بوزلوف,1
فضيحة,1
زواجه,1
سليخة,1
دبيحة,1
موته,1
صلاته,1
سيفيليزي,1
مكشرد,1
شعره,1
يغنيلهم,1
قيتارة,1
الطلبة,1
بقدرة,1
لونكات,1
ترقع,1
ستقبلتنا,1
فغبرة,1
فالأرشيف,1
قايسينهلي,1
فتالي,1
تلقوه,1
متخرجوش,1
حياتهم,1
فقصص,1
بالدنيا,1
معلابلهمش,1
فكارطا,1
حاكمين,1
تروازيام,1
يحلب,1
يكحلو,1
جيعانات,1
هاود,1
بوهم,1
يعرضو,1
تعراض,1
فالجامعة,1
مكروه,1
يعسو,1
قاعدين,1
يحلبوش,1
يدوروغير,1
ميقروش,1
يقدرو,1
ميزة,1
بلدية,1
بعبد,1
يظلو,1
لوخرين,1
ميخطوش,1
فالكور,1
يضلو,1
يظل,1
مأسوية,1
بب,1
متحوسي,1
متعيطي,1
رومارك,1
نعيطله,1
يصرالك,1
كلما,1
سبة,1
تكرهيه,1
تحلالك,1
تقصري,1
تتعرفي,1
تصرالكم,1
خلق,1
يمنشرو,1
فالي,1
يكرموني,1
حكينا,1
بعدي,1
لسكريتير,1
نتوسوس,1
نبدا,1
2015,1
الماكلة,1
نتقيا,1
الإحساس,1
نحس,1
الألماني,1
تعلوب,1
الباسل,1
فتحلاب,1
كححل,1
طبيعي,1
هل,1
بربعة,1
فغولاصيون,1
تقو,1
حايرة,1
لروحي,1
دوايين,1
اهدرمع,1
نشوفلك,1
غابنينك,1
صاري,1
معلبلايش,1
لولاية,1
يودرولي,1
يشيطوني,1
نشدك,1
بولاد,1
متزوجين,1
يولو,1
مستروين,1
نتزوجو,1
تخطبو,1
ينخطبو,1
يسالنا,1
نخطبك,1
يعرفك,1
اواه,1
الرومنسية,1
شيفة,1
صعيب,1
مرضك,1
تدعي,1
تهلا,1
اوكي,1
اخطبيلي,1
تحير,1
فقط,1
تسلك,1
تتهني,1
تورتيني,1
نطيح,1
خزرانة,1
خرفو,1
كبرو,1
شارك,1
نشد,1
لانشد,1
نخطبها,1
تجبيلي,1
نخير,1
موالفة,1
يجيباهلنا,1
تخطبيلي,1
وأنا,1
يعطوها,1
لبورس,1
لايمتاه,1
يجرجروا,1
مكلسا,1
يعرفه,1
صحب,1
تتغوفل,1
لقاش,1
تزوجها,1
يطيحنا,1
رجولة,1
شفتهاله,1
لختها,1
ينقز,1
تلزق,1
ينيطو,1
فلواطا,1
قحبات,1
ميستهلوش,1
حشا,1
تشوكيت,1
ربيتها,1
نعرفها,1
تخدعني,1
تخدملك,1
بدعية,1
وديك,1
بفونارة,1
جبهتها,1
طابلية,1
تلبس,1
سوغتو,1
ضولما,1
قغاتان,1
المعقودة,1
فالتاقة,1
تغرس,1
نقية,1
حساسة,1
حنينة,1
طورنو,1
المسمن,1
المقروط,1
تشبعك,1
يلحق,1
طيباته,1
لمطلوع,1
بسانوج,1
يكلهش,1
عملاي,1
مالي,1
فوراته,1
فالصحور,1
بالزبيب,1
لوز,1
سيقاغ,1
حديد,1
براريك,1
سكنو,1
العقيد,1
بناو,1
ضياقت,1
ولادها,1
وساعت,1
سكنونا,1
رحلونا,1
الحومات,1
فالحواش,1
مولاة,1
اونباغسون,1
يجيك,1
عرايش,1
عباده,1
سبحانه,1
علبانا,1
تتفلسف,1
ليسوفنير,1
هدموهم,1
حواشك,1
يسهروا,1
يبحرو,1
فالمشتة,1
بالضيف,1
ترحبي,1
ينخلع,1
زينك,1
يتصور,1
يزورك,1
خليتك,1
تهدلي,1
جايبني,1
حصلتو,1
مسنة,1
خاطيها,1
غاشيها,1
بنكوتها,1
ضيعوهم,1
يفريفي,1
خلصني,1
حسنله,1
يحسن,1
كوافير,1
وقيس,1
بيروا,1
مامبا,1
نقدوش,1
مصاريفها,1
تيبس,1
قلعها,1
مشكلتي,1
مدهلي,1
سيزتنا,1
بونك,1
خسرنا,1
تلبسها,1
لحمام,1
تخليهاش,1
عرف,1
فتبهديل,1
بركا,1
ايموبلياغ,1
اجونس,1
عطانا,1
تجيبلك,1
كنيس,1
تحطها,1
فزوج,1
تبيعها,1
كرعينا,1
وقفنا,1
بيلاما,1
ندورو,1
بقاو,1
حسابنا,1
وياك,1
نقوها,1
بلافون,1
غكتوغ,1
تلعنا,1
مسؤوليتها,1
غوسو,1
تمدلي,1
تجيني,1
للوالدة,1
وقتها,1
مالباب,1
نقدندخلو,1
حداك,1
كالم,1
كارتي,1
نبدلوه,1
يشريها,1
رحمته,1
مدلهم,1
مرادوش,1
زاكت,1
توجد,1
يوصلو,1
فهمتك,1
بطاو,1
للمكتب,1
مسحقيناه,1
تشوفيه,1
دومونض,1
سكرتيرته,1
تخرجنا,1
داخلين,1
عميد,1
حبابهم,1
معرفة,1
دابيهم,1
جوع,1
ياوغرت,1
اويحي,1
شرية,1
مدخلتش,1
لفير,1
ملخر,1
هاولاهدر,1
سمحلنا,1
ميدي,1
أ,1
بطيتو,1
قلقتوني,1
حرجة,1
ظروف,1
ظروفكم,1
نقدر,1
لاسيتياسيون,1
م,1
تبروفيتي,1
باينتله,1
يعرفش,1
غلطة,1
متستهليش,1
تلاقها,1
جبدولنا,1
نزقو,1
تاباج,1
يدولي,1
اكيفالون,1
نمدهلكم,1
اسمعو,1
لاكت,1
نسني,1
موافق,1
تجيبله,1
يبيعها,1
غادس,1
كو,1
600,1
ستمية,1
كلمتك,1
منزيدوش,1
500,1
نزيدكم,1
عيطلي,1
مانش,1
نسحقك,1
تلفون,1
نخي,1
انافيون,1
تحتاج,1
كلي,1
كارت,1
نكوة,1
ليزوغيجينو,1
جبتوهم,1
ليزوغجينو,1
شفتهم,1
كواعط,1
ندوه,1
فجر,1
ميقوليش,1
الجي,1
مخير,1
ديكور,1
لخالد,1
شركت,1
أمم,1
عجبك,1
فالديكور,1
مقلتليش,1
حبيتي,1
نزيدلك,1
سيني,1
نوتار,1
كانش,1
يجيبني,1
خطرتش,1
تاكسي,1
دايا,1
مرمدوني,1
حاشا,1
يتوحشوك,1
يبغوك,1
تتوحشوها,1
تشفوها,1
تزيدو,1
تحصو,1
توحشتها,1
عمتكم,1
اروحو,1
صبيحة,1
ديب,1
قاريه,1
بسلامتك,1
تمتلي,1
تقرو,1
يفوتهم,1
يلا,1
ماخصناش,1
كلونيل,1
ماخصكمش,1
قلاهم,1
كزيرنة,1
شومور,1
تروحلي,1
مارحش,1
يمدولي,1
تسقم,1
نكبرو,1
منستعلوش,1
خليتونا,1
جيتو,1
سقابله,1
عندهش,1
مخلانيش,1
جدها,1
ننسى,1
عوجة,1
باهية,1
نساي,1
بيضي,1
سلوقي,1
حافظه,1
مخلصة,1
بلأونقلي,1
نوت,1
غولوفي,1
مترجمة,1
توكلها,1
