"frequency"	"source_form"	"diac"	"msa"	"stem"	"proclitic"	"enclitic"	"num"	"gen"	"en_gloss"	"fr_gloss"	"token_id"	"sentence_id"
"6"	"نكونو"	"نكونو"	"كَان"	"كون/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:1P"	"sp"	"m"	"be"	"être"	"5495"	"282"
"6"	"بعض"	"بعض"	"بَعْض"	"بعض/NOUN_ABSTRACT"	""	"(null)/CASE_DEF_GEN"	"s"	"m"	"together"	"ensemble"	"8203"	"393"
"6"	"يقوله"	"يقوله"	"قَال"	"قول/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +ه/IVSUFF_DO:3MS"	"na"	"na"	"say,tell"	"dire"	"4880"	"258"
"5"	"حياتي"	"حياتي"	"حَيَاتِي"	"حيا/GERUND"	""	"ت/NSUFF_FEM_SG+ي/POSS_PRON"	"s"	"f"	"my_life"	"ma_vie"	"5873"	"309"
"5"	"مفاتيح"	"مفاتيح"	"مَفَاتِيح"	"مفاتيح/NOUN_INSTRUMENT"	""	""	"bp"	"m"	"keys"	"clés"	"18049"	"832"
"5"	"لمك"	"لمك"	"أُمّ"	"م/NOUN_CONCRETE"	"l/PREP"	"ك/POSS_PRON"	"s"	"f"	"mother"	"mère"	"14506"	"683"
"5"	"درتها"	"درتها"	"فَعَلَها"	"در/PV"	""	"ت/PV SUFF_SUBJ :2MS+ها/PVSUFF_DO:3FS"	"na"	"na"	"did"	"fait"	"4305"	"235"
"5"	"ممثلين"	"ممثلين"	"مُمَثِّلين"	"ممثل/NOUN_ACTIVE_PART"	""	"ين/NSUFF_MASC_PL_GEN"	"sp"	"m"	"actors"	"acteurs"	"5241"	"272"
"5"	"ملاح"	"ملاح"	"لَطِيف"	"ملاح/NOUN"	""	""	"sp"	"m"	"kind"	"sympa"	"129"	"9"
"5"	"حي"	"حي"	"حَيّ"	"حي/ADJ_QUALIT"	""	""	"s"	"m"	"alive"	"vivant"	"9764"	"462"
"5"	"نقيس"	"نقيس"	"يَرْمِي"	"قيس/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"throw"	"jeter"	"1906"	"90"
"5"	"فالدار"	"فالدار"	"دَار"	"دار/NOUN_CONCRETE"	"f/PREP+Al/DET"	"(null)/CASE_DEF_NOM"	"s"	"f"	"house"	"maison"	"6443"	"334"
"5"	"نكمل"	"نكمل"	"أَكْمَل"	"كمل/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"finish"	"terminer"	"1740"	"83"
"5"	"جبت"	"جبت"	"جَلبَ"	"جب/PV"	""	"ت/SUFF_FEM_TA"	"na"	"na"	"bring"	"apporter"	"475"	"30"
"5"	"دقايق"	"دقايق"	"دَقِيقَة"	"دقايق/NOUN_ABSTRACT"	""	"(null)/CASE_DEF_GEN"	"bp"	"f"	"minutes"	"minutes"	"2133"	"98"
"5"	"تروحي"	"تروحي"	"رَاحَ"	"روح/IV"	"t/IV2FS"	"ي/IVSUFF_SUBJ:2FS"	"na"	"na"	"go"	"partir"	"4873"	"257"
"5"	"بروحك"	"بروحك"	"نَفْسَك"	"روح/NOUN_ABSTRACT"	"b/PREP"	"ك/POSS_PRON"	"s"	"m"	"toi-même"	"yourself"	"21818"	"1003"
"5"	"هدي"	"هدي"	"هَذِه"	"هدي/DEM_PRON"	""	""	"s"	"f"	"this"	"cette"	"2505"	"124"
"5"	"مور"	"مور"	"وَرَاء"	"ور/ADV"	"m/PREP"	""	"s"	"m"	"after"	"après"	"5654"	"288"
"5"	"دومينو"	"دومينو"	"دومينو"	"دومينو/FOREIGN"	""	""	"na"	"na"	"domino"	"domino"	"2119"	"97"
"5"	"عمي"	"عمي"	"عَمّ"	"عم/GERUND"	""	"ي/POSS_PRON"	"s"	"m"	"paternal_uncle"	"oncle_paternel"	"4747"	"252"
"5"	"يدخل"	"يدخل"	"دَخَل"	"دخل/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"enter"	"entrer"	"1994"	"94"
"5"	"هايا"	"هايا"	"يَا"	"هايا/VOC_PART"	""	""	"na"	"na"	"oh"	"oh"	"2550"	"130"
"5"	"يدوها"	"يدوها"	"أخَدَ"	"د/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ها/IVSUFF_DO:3FS"	"na"	"na"	"take"	"prendre"	"6206"	"325"
"5"	"عيدان"	"عيدان"	"عِيدان"	"عيدان/NOUN_INSTRUMENT"	""	""	"sp"	"m"	"chopsticks"	"baguettes"	"23502"	"1083"
"5"	"نقولو"	"نقولو"	"قَال"	"قول/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:1P"	"na"	"na"	"say"	"dire"	"11545"	"578"
"5"	"يدك"	"يدك"	"يَدك"	"يد/NOUN_CONCRETE"	""	"ك/POSS_PRON+(null)/CASE_DEF_GEN"	"s"	"f"	"hand"	"main"	"14447"	"681"
"5"	"يدخلو"	"يدخلو"	"دَخَل"	"دخل/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"enter"	"entrer"	"6590"	"339"
"5"	"حنايا"	"حنايا"	"نَحن"	"حنايا/PRON"	""	""	"na"	"na"	"we,us"	"nous"	"2538"	"128"
"5"	"مهبول"	"مهبول"	"مجنون"	"مهبول/ADJ_QUALIT"	""	""	"s"	"m"	"insane"	"fou"	"2071"	"95"
"5"	"لهجة"	"لهجة"	"لَهْجَة"	"لهج/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"dialect"	"dialect"	"11102"	"557"
"5"	"معسكري"	"معسكري"	"معسكري"	"معسكر/NOUN_RELATIVE"	""	"ي/RELATIVE_YA"	"s"	"m"	""	"people_of_mascara"	"1675"	"81"
"5"	"خاطرك"	"خاطرك"	"خَاطِر(نَفس)"	"خاطر/NOUN_ACTIVE_PART"	""	"ك/POSS_PRON"	"s"	"m"	"mind,_feeling,_wish"	"esprit,_sentiment,_souhait"	"19140"	"881"
"5"	"وما"	"وما"	"مَا"	"ما/NEG_PART"	"w/CONJ"	""	"na"	"na"	""	"not"	"1296"	"65"
"5"	"فور"	"فور"	"رائعة"	"فور/FOREIGN"	""	""	"na"	"na"	"great"	"génial"	"1139"	"59"
"5"	"فيديو"	"فيديو"	"فِيدْيُو"	"فيديو/FOREIGN"	""	""	"s"	"m"	""	"video"	"11083"	"557"
"5"	"خلينا"	"خلينا"	"خَلَّى"	"خلي/CV"	""	"(null)/CVSUFF_SUBJ :2MS +نا/CVSUFF_DO:1P"	"na"	"na"	"let"	"laisser"	"16649"	"776"
"5"	"تكوني"	"تكوني"	"كان"	"كون/IV"	"t/IV2FS"	"ي/IVSUFF_SUBJ:2FS"	"na"	"na"	"is,_are"	"est,sont"	"4300"	"234"
"5"	"فينا"	"فينا"	"فِي"	"في/PREP"	""	"نا/PRON_1P"	"na"	"na"	"in"	"chez"	"2527"	"127"
"5"	"نولو"	"نولو"	"رَجَعَ"	"ول/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"go_back"	"retourner"	"7558"	"369"
"5"	"نورمالمون"	"نورمالمون"	"منالمَفْرُوض"	"نورمالمون/FOREIGN"	""	""	"na"	"na"	"normally"	"normalment"	"13082"	"635"
"5"	"باغيني"	"باغيني"	"رَاغِب"	"باغي/NOUN_ACTIVE_PART"	""	"ني/POSS_PRON"	"s"	"m"	"want,desire"	"vouloir"	"1923"	"90"
"5"	"خطاش"	"خطاش"	"لأَنَّ"	"خطاش/SUBJUNC_PART"	""	""	"na"	"na"	"because"	"car"	"5476"	"282"
"5"	"تلقاه"	"تلقاه"	"تَجِد"	"لقا/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS+ه/IVSUFF_DO:3MS"	"na"	"na"	"find"	"trouver"	"6518"	"337"
"5"	"تلقاها"	"تلقاها"	"لَقِيَ"	"لقا/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS+ها/IVSUFF_DO:3FS"	"na"	"na"	"find"	"trouver"	"135"	"9"
"5"	"يبارك"	"يبارك"	"بَارَك"	"بارك/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"bless;congratulate"	"bénir;_féliciter"	"13228"	"640"
"5"	"ماتش"	"ماتش"	"مباراة"	"ماتش/FOREIGN"	""	""	"s"	"m"	"match"	"match"	"1090"	"57"
"5"	"هات"	"هات"	"أعطني"	"هات/CV"	""	"(null)/CVSUFF_SUBJ :2MS"	"na"	"na"	"bring,give"	"apporter,_donner"	"21027"	"968"
"5"	"تمشي"	"تمشي"	"مَشَى"	"مش/IV"	"t/IV2FS"	"ي/IVSUFF_SUBJ:2FS"	"na"	"na"	"walk"	"marcher"	"10644"	"539"
"5"	"مالها"	"مالها"	"مابِهَا"	"ما/INTERROG_PART"	""	"ل/PREP+ها/POSS_PRON"	"s"	"f"	""	"qu'est-ce_qui_ne_va_pas_avec_elle_?_x;_what's_wrong_with_her?"	"10459"	"530"
"5"	"قتلهم"	"قتلهم"	"قَالَ"	"قت/PV"	""	"(null)/PVSUFF_SUBJ:1S+ل/PREP+هم/POSS_PRON_3MP"	"na"	"na"	"said"	"dire"	"414"	"25"
"5"	"ليام"	"ليام"	"أيْام"	"يام/NOUN_ABSTRACT"	"l/DET"	"(null)/CASE_DEF_GEN"	"sp"	"m"	"days"	"jours"	"653"	"37"
"5"	"فهمتني"	"فهمتني"	"فَهِم"	"فهم/PV"	""	"ت/PVSUFF_SUBJ:2FS +ني/PVSUFF_DO:1S"	"na"	"na"	"understand"	"compris"	"14376"	"679"
"5"	"معنتها"	"معنتها"	"معناتها"	"معن/NOUN_ABSTRACT"	""	"ت/NSUFF_FEM_SG+ها/POSS_PRON"	"na"	"na"	"means"	"veut_dire"	"1169"	"59"
"5"	"خاطش"	"خاطش"	"لِأَنَّ"	"خاطش/SUBJUNC_PART"	""	""	"na"	"na"	"because"	"parce_que"	"896"	"47"
"5"	"لو"	"لو"	"ال"	"لو/FOREIGN"	""	""	"na"	"na"	"the"	"le"	"3650"	"206"
"5"	"ميرسي"	"ميرسي"	"شُكْرَا"	"ميرسي/FOREIGN"	""	""	"na"	"na"	"thank_you"	"merci"	"5485"	"282"
"5"	"الطريق"	"الطريق"	"طَرِيق"	"طريق/NOUN"	"Al/DET"	"(null)/CASE_DEF_GEN"	"s"	"m"	"road,_way"	"route"	"51"	"4"
"5"	"يحوس"	"يحوس"	"يُرِيد"	"حوس/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	""	"search,want"	"779"	"42"
"5"	"دايرين"	"دايرين"	"فَاعِل"	"داير/NOUN_ACTIVE_PART"	""	"ين/NSUFF_MASC_PL_ACC"	"na"	"na"	"do"	"faire"	"2892"	"155"
"5"	"يحفظك"	"يحفظك"	"حَفِظَ"	"حفظ/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +ك/IVSUFF_DO:2MS"	"na"	"na"	"protect"	"proteger"	"13453"	"646"
"5"	"مزية"	"مزية"	"لِحسنالحظ"	"مزي/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"Fortunately"	"Heureusement"	"892"	"47"
"5"	"يحفظ"	"يحفظ"	"حَفِظَ"	"حفظ/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"protect"	"proteger"	"29176"	"1289"
"5"	"مرقة"	"مرقة"	"مَرَق"	"مرق/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"broth,_gravy"	"bouillon,_sauce"	"7752"	"376"
"5"	"الحال"	"الحال"	"حال"	"حال/NOUN_ABSTRACT"	"Al/DET"	"(null)/CASE_DEF_GEN"	"s"	"m"	"situation;condition"	"situation;état"	"17899"	"826"
"5"	"مرتك"	"مرتك"	"زَوْجَة"	"مر/NOUN_ABSTRACT"	""	"ت/NSUFF_FEM_SG+ك/POSS_PRON"	"s"	"f"	"wife"	"epouse"	"2021"	"95"
"5"	"تقبل"	"تقبل"	"قَبِلَ"	"قبل/IV"	"t/IV3FS"	"(null)/IVSUFF_MOOD:S"	"na"	"na"	"accept"	"accepter"	"392"	"24"
"5"	"قدام"	"قدام"	"قُدّام"	"قدام/GERUND"	""	""	"na"	"na"	"in_front_of"	"devant"	"3715"	"209"
"5"	"خيما"	"خيما"	"خَيرما(إِلّا)"	"خيما/EXCEPT_PART"	""	""	"na"	"na"	"or_else"	"sinon"	"14415"	"680"
"5"	"هاكي"	"هاكي"	"خُذ"	"هاك/ADV"	""	"ي/POSS_PRON"	"na"	"na"	"take"	"prendre"	"19099"	"879"
"5"	"يخرج"	"يخرج"	"يَخْرًج"	"خرج/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"leave"	"partir"	"1016"	"52"
"5"	"ودي"	"ودي"	"يا"	"ودي/INTERJ"	""	"(null)/CASE_INDEF_GEN"	"na"	"na"	"oh"	"oh"	"2713"	"148"
"5"	"مادم"	"مادم"	"سَيِدَتِي"	"مادم/FOREIGN"	""	""	"s"	"f"	"madam"	"madame"	"10463"	"530"
"5"	"تالي"	"تالي"	"الأخير"	"تالي/NOUN_ACTIVE_PART"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"last"	"le_dernier"	"2526"	"127"
"5"	"أرواحي"	"أرواحي"	"تَعَال"	"أرواح/CV"	""	"ي/CVSUFF_SUBJ : 2FS"	"na"	"na"	""	"come"	"27916"	"1237"
"5"	"بغا"	"بغا"	"بغَى"	"بغا/PV"	""	"(null)/PV SUFF_SUBJ :3MS"	"na"	"na"	"want,_love"	"vouloir"	"1888"	"90"
"5"	"بعضهم"	"بعضهم"	"بَعْض"	"بعض/NOUN_ABSTRACT"	""	"(null)/CASE_DEF_ACC+هم/POSS_PRON_3MP"	"sp"	"m"	"some,_several"	"certains,_plusieurs"	"11795"	"587"
"5"	"نقولكم"	"نقولكم"	"قَال"	"قول/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+كم/IVSUFF_DO :2MP"	"na"	"na"	"say"	"dire"	"21676"	"991"
"5"	"روحها"	"روحها"	"رُوح"	"روح/NOUN_ABSTRACT"	""	"ها/POSS_PRON"	"s"	"f"	"self"	"soi"	"4294"	"233"
"5"	"كلام"	"كلام"	"كَلام"	"كلام/NOUN_ABSTRACT"	""	"(null)/CASE_DEF_NOM"	"s"	"m"	"speech,_talk"	"discours,_parler"	"709"	"39"
"5"	"تاعش"	"تاعش"	"أَيّ"	"تاعش/INTERROG_PRON"	""	""	"na"	"na"	"which"	"quel"	"3267"	"191"
"5"	"نعطيكم"	"نعطيكم"	"أَعْطَى"	"عطي/IV"	"n/IV1P"	"(null)/IVSUFF_SUBJ:1S+كم/IVSUFF_DO :2MP"	"na"	"na"	"give"	"donner"	"25954"	"1174"
"5"	"جو"	"جو"	"أنا"	"جو/FOREIGN"	""	""	"na"	"na"	"I"	"je"	"6220"	"325"
"5"	"كوارا"	"كوارا"	"عربة"	"كوارا/FOREIGN"	""	""	"s"	"m"	"carts"	"chariots"	"26563"	"1198"
"5"	"نعيش"	"نعيش"	"عَاش"	"عيش/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"live"	"vivre"	"528"	"31"
"5"	"نحكي"	"نحكي"	"حَكَى"	"حكي/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"tell,_talk"	"discuter,_parler"	"16762"	"779"
"5"	"يظلوا"	"يظلوا"	"ظَلَّ"	"ظل/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"Still,Stay"	"Encore,_reste"	"12316"	"608"
"5"	"بو"	"بو"	"نَ"	"بو/FOREIGN"	""	""	"na"	"na"	"Well"	"bon"	"5705"	"290"
"5"	"شحال"	"شحال"	"شيءعالٍ(كَم)"	"شحال/INTERROG_PART"	""	""	"na"	"na"	"how_much"	"combien"	"1620"	"78"
"5"	"نخلطو"	"نخلطو"	"خَلَطَ"	"خلط/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"mélange"	"mixer"	"7656"	"373"
"5"	"حتا"	"حتى"	"حَتَّى"	"حتى/PREP"	""	""	"na"	"na"	"until,up_to"	"jusqu'à"	"8399"	"401"
"5"	"بنات"	"بنات"	"بِنْت"	"بن/NOUN_CONCRETE"	""	"ات/NSUFF_FEM_PL+(null)/CASE_INDEF_GEN"	"sp"	"f"	"daughters,_girls"	"fille"	"9616"	"441"
"5"	"صاي"	"صاي"	"يَكْفِي!"	"صاي/INTERJ"	""	""	"na"	"na"	"that's_enough"	"Ça_suffit!"	"2082"	"96"
"5"	"كيلو"	"كيلو"	"كِيلُو"	"كيلو/FOREIGN"	""	""	"s"	"m"	"kilo,_kilogram"	"kilo,_kilogramme"	"8148"	"392"
"5"	"نزيدو"	"نزيدو"	"أَضَافَ"	"زيد/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"add"	"ajouter"	"7545"	"369"
"5"	"بوكو"	"بوكو"	"كَثِيرًا"	"بوكو/FOREIGN"	""	""	"na"	"na"	"a_lot"	"beaucoup"	"25885"	"1172"
"5"	"يكري"	"يكري"	"يَسْتَأجر"	"كري/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"rent_out"	"louer"	"13528"	"649"
"5"	"بولبو"	"بولبو"	"أخطبوط"	"بولبو/FOREIGN"	""	""	"s"	"m"	"octopus"	"poulpe"	"14382"	"679"
"5"	"حتي"	"حتى"	"حَتَّى"	"حتى/PREP"	""	""	"na"	"na"	"until,up_to"	"jusqu'à"	"6446"	"334"
"5"	"شفتني"	"شفتني"	"شَفِقَ"	"شف/PV"	""	"ت/PV SUFF_SUBJ :3FS+ني/PVSUFF_DO:1S"	"na"	"na"	"pity"	"fais_pitier"	"149"	"10"
"5"	"واحدة"	"واحدة"	"وَاحدة"	"واحد/NOUN_NUM"	""	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_(ACC_GEN)"	"s"	"f"	"one,_someone"	"un,_quelqu'un"	"1150"	"59"
"5"	"حد"	"حد"	"أَحَد"	"حد/NOUN_CONCRETE"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"u"	""	"no_one,_nobody"	"381"	"23"
"5"	"نديروا"	"نديروا"	"تَفعَل"	"دير/CV"	"n/IV1P"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"do"	"faire"	"4031"	"221"
"5"	"جيبيلي"	"جيبيلي"	"جَلبَ"	"جيب/CV"	""	"ي/CVSUFF_SUBJ : 2FS+ل/PREP+ي/POSS_PRON"	"na"	"na"	"bring"	"amener"	"10438"	"529"
"5"	"كيفكيف"	"كيفكيف"	"مِثْلالبَعْض"	"كيفكيف/NOUN_ABSTRACT"	""	""	"s"	"m"	"the_same"	"pareil"	"22386"	"1038"
"5"	"لافامي"	"لافامي"	"عائلة"	"لافامي/FOREIGN"	""	""	"sp"	"m"	"family"	"famille"	"11427"	"574"
"5"	"كنتي"	"كنتي"	"كُنْتِ"	"كن/PV"	""	"تي/PVSUFF_SUBJ:2FS"	"na"	"na"	"was,_were"	"était,_étaient"	"9519"	"436"
"5"	"صاحبه"	"صاحبه"	"صاحبه"	"صاحب/NOUN_ACTIVE_PART"	""	"(null)/CASE_DEF_GEN+ه/POSS_PRON"	"s"	"m"	"friend"	"ami"	"1232"	"62"
"5"	"زمان"	"زمان"	"زَمان"	"زمان/NOUN_ABSTRACT"	""	""	"s"	"m"	"past,time"	"passé;temps"	"2415"	"116"
"5"	"جهة"	"جهة"	"جِهَة"	"جه/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"s"	"f"	"side,_part"	"côté,_partie"	"7791"	"378"
"5"	"نطلع"	"نطلع"	"طَلَعَ"	"طلع/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"improve"	"améliorer"	"19443"	"892"
"5"	"راسه"	"راسه"	"رَأْس"	"راس/NOUN_CONCRETE"	""	"ه/POSS_PRON"	"s"	"m"	"head"	"tête"	"18266"	"846"
"5"	"وخدوخرا"	"وخدوخرا"	"وَخُدآخَرى"	"وخدوخرا/ADJ_QUALIT"	""	""	"s"	"m"	"another"	"autre"	"5928"	"312"
"5"	"هه"	"هه"	"ههههههه"	"هه/INTERJ"	""	""	"na"	"na"	"hahah"	"hahaha"	"10343"	"525"
"5"	"نقعدو"	"نقعدو"	"اِستَمَرَ"	"قعد/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"keep"	"rester"	"7678"	"374"
"5"	"علام"	"علام"	"عَلَم"	"علام/NOUN_CONCRETE"	""	""	"s"	"m"	"flag"	"drapeau"	"9266"	"427"
"5"	"حقه"	"حقه"	"حَقّ"	"حق/GERUND"	""	"ه/POSS_PRON"	"s"	"m"	"right"	"droit"	"4706"	"250"
"5"	"راحت"	"راحت"	"رَاحَ"	"راح/PV"	""	"ت/SUFF_FEM_TA"	"na"	"na"	"go"	"partir"	"1827"	"87"
"5"	"وحدي"	"وحدي"	"وَحْدٍي"	"وحد/ADJ_QUALIT"	""	"ي/POSS_PRON"	"s"	"m"	"alone"	"seul"	"3096"	"177"
"5"	"جلابة"	"جلابة"	"عَبَاءَة"	"جلاب/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"cloak"	"manchon"	"8818"	"414"
"5"	"اليوم"	"اليوم"	"اليَوْم"	"يوم/NOUN_ABSTRACT"	"Al/DET"	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"today"	"aujourd'hui"	"16229"	"758"
"5"	"امان"	"أمان"	"أَمَان"	"أمان/NOUN_ABSTRACT"	""	""	"s"	"m"	"safety"	"sécurité"	"12496"	"616"
"5"	"شت"	"شت"	"شَافَ"	"شت/PV"	""	"(null)/PV SUFF_SUBJ :3MS"	"na"	"na"	"look,see"	"voir"	"15025"	"701"
"5"	"قليلة"	"قليلة"	"قَلِيل"	"قليل/ADJ_QUALIT"	""	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"s"	"f"	"little,_few"	"petit,_peu"	"3585"	"204"
"5"	"نقرا"	"نقرا"	"المافيا"	"نقرا/ADJ_QUALIT"	""	""	"s"	"m"	""	"mafia"	"1720"	"83"
"5"	"يهدر"	"يهدر"	"يَتَكَلَم"	"هدر/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"talk"	"parler"	"5893"	"311"
"5"	"قور"	"قور"	"أوروبي"	"قور/FOREIGN"	""	""	"sp"	"m"	"European"	"Européen"	"11365"	"570"
"5"	"الناس"	"الناس"	"ناس"	"ناس/NOUN_CONCRETE"	"Al/DET"	""	"cp"	"na"	"people"	"gens"	"15689"	"730"
"5"	"أرض"	"أرض"	"أَرْض"	"أرض/NOUN_CONCRETE"	""	"(null)/CASE_INDEF_GEN"	"s"	"f"	""	"earth;territory"	"23613"	"1086"
"5"	"ناضت"	"ناضت"	"{ِنْدَلَع"	"ناض/PV"	""	"ت/PV SUFF_SUBJ :3FS"	"na"	"na"	"break_out"	"éclater"	"6750"	"344"
"5"	"رخس"	"رخس"	"رَخّيص"	"رخس/ADJ_QUALIT"	""	""	"s"	"m"	"scoundrel"	"lâche"	"5099"	"266"
"5"	"شاولا"	"شوالا"	"مَاذأ"	"شوالا/INTERROG_PART"	""	""	"na"	"na"	"what"	"quoi"	"2785"	"150"
"5"	"كتر"	"كتر"	"أكثَر"	"كتر/ADJ_COMP"	""	""	"na"	"na"	"more"	"de_plus"	"16902"	"784"
"5"	"لتاي"	"لتاي"	"شَايّ"	"تاي/NOUN_CONCRETE"	"l/DET"	""	"na"	"na"	""	"tea"	"2339"	"109"
"5"	"نحبس"	"نحبس"	"تَوَقَف"	"حبس/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	""	"arrêter_;x;stop"	"2578"	"135"
"5"	"جمعية"	"جمعية"	"جَمْعِيَّة"	"جمع/GERUND_PROFESSION"	""	"ي/RELATIVE_YA+ة/NSUFF_FEM_SG"	"s"	"f"	"association"	"association"	"3895"	"216"
"5"	"حكاية"	"حكاية"	"حِكايَة"	"حكاي/NOUN"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"story,account"	"histoire"	"19"	"2"
"5"	"عايشين"	"عايشين"	"عائِش"	"عايش/NOUN_ACTIVE_PART"	""	"ين/NSUFF_MASC_PL_ACC"	"sp"	"m"	"living"	"vivant"	"2061"	"95"
"5"	"عباد"	"عباد"	"عِبَاد"	"عباد/NOUN_CONCRETE"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"sp"	"m"	""	"Humain;x;_mankind"	"9247"	"426"
"5"	"أيام"	"أيام"	"يَوْم"	"أيام/NOUN_CONCRETE"	""	""	"bp"	"m"	""	"days"	"3413"	"197"
"5"	"نجيب"	"نجيب"	"أحضر"	"جيب/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"bring,_get"	"apporter"	"6086"	"320"
"5"	"بز"	"بز"	"طِفْل"	"بز/NOUN_CONCRETE"	""	""	"s"	"m"	"kid"	"enfant"	"7130"	"355"
"5"	"كبرت"	"كبرت"	"كَبَرَ"	"كبر/PV"	""	"ت/PV SUFF_SUBJ :1S"	"na"	"na"	"grow"	"grandir"	"6827"	"347"
"5"	"رانيش"	"رانيش"	"إِنّني"	"را/PRESENT_PART"	""	"ني/POSS_PRON+ش/NEG_PART"	"s"	"m"	"am"	"suis"	"14890"	"696"
"5"	"علبالي"	"علبالي"	"أَعْرِف"	"بال/NOUN_ABSTRACT"	"El/PREP"	"ي/POSS_PRON"	"s"	"m"	"know"	"connaître"	"3692"	"207"
"4"	"كوبوي"	"كوبوي"	"رَاعِيالبَقَر"	"كوبوي/FOREIGN"	""	""	"s"	"m"	"cowboy"	"cow-boy"	"24121"	"1103"
"4"	"كوبل"	"كوبل"	"زوج"	"كوبل/NON_ARABIC"	""	""	"na"	"na"	"couple"	"couple"	"1113"	"58"
"4"	"قتلكم"	"قلتلكم"	"قالَ"	"قل/PV"	""	"ت/PVSUFF_SUBJ:1S+ل/PREP+كم/POSS_PRON"	"na"	"na"	"said"	"dire"	"5217"	"271"
"4"	"خته"	"خته"	"أخْتَه"	"خت/NOUN_ABSTRACT"	""	"ه/POSS_PRON"	"s"	"f"	"sister"	"soeur"	"2084"	"96"
"4"	"الشيطان"	"الشيطان"	"شَيْطان"	"شيطان/NOUN_CONCRETE"	"Al/DET"	""	"s"	"m"	"devil"	"diable"	"22090"	"1026"
"4"	"قالولها"	"قالو_لها"	"قَالوالها"	"قال/PV"	""	"و/PVSUFF_SUBJ:3MP+ل/PREP+ها/POSS_PRON"	"na"	"na"	""	"said,told"	"690"	"38"
"4"	"قبلت"	"قبلت"	"قَبِلَ"	"قبل/PV"	""	"ت/PVSUFF_SUBJ:3FS"	"na"	"na"	"accept"	"accepter"	"398"	"24"
"4"	"وهراني"	"وهراني"	"وَهرَانِي"	"وهران/NOUN_RELATIVE"	""	"ي/RELATIVE_YA"	"s"	"m"	""	"Oranais;x;_Oranian"	"12663"	"621"
"4"	"خبز"	"خبز"	"خُبْز"	"خبز/NOUN_CONCRETE"	""	"(null)/CASE_INDEF_NOM"	"s"	"m"	""	"bread"	"2396"	"115"
